ResolvedPersonID,RoleTable,RoleRowID,CaseMasterID,MatchConfidence
120,Accused,2508,2165,0.875
120,Accused,3380,2938,0.875
120,Accused,3763,3282,0.875
120,Accused,3856,3376,0.875
120,Accused,4731,4164,0.825
121,Accused,198,153,1.0
121,Accused,849,729,0.875
121,Accused,2672,2312,1.0
121,Accused,3445,2999,0.95
121,Accused,3488,3036,0.825
121,Accused,4355,3840,1.0
121,Accused,4621,4057,0.825
121,Accused,4975,4378,0.925
122,Accused,200,155,0.925
122,Accused,2025,1731,0.9
122,Accused,2112,1815,0.85
122,Accused,3885,3407,0.925
122,Accused,4302,3797,0.875
122,Accused,5282,4678,0.825
123,Accused,201,155,0.925
123,Accused,223,174,0.925
123,Accused,1031,888,0.9
123,Accused,1148,986,0.825
123,Accused,2283,1961,0.925
123,Accused,4152,3652,0.925
124,Accused,202,155,0.95
124,Accused,972,837,0.9
124,Accused,1053,909,0.95
124,Accused,5465,4835,0.95
125,Accused,203,156,0.925
125,Accused,209,159,0.925
125,Accused,414,340,0.875
125,Accused,753,637,0.925
125,Accused,2205,1892,0.825
125,Accused,3571,3110,0.875
125,Accused,3996,3505,0.875
125,Accused,4146,3644,0.925
125,Accused,4182,3684,0.875
125,Accused,4472,3934,0.875
125,Accused,4791,4229,0.925
125,Accused,4838,4272,0.875
125,Accused,5397,4780,0.825
125,Accused,5676,4995,0.875
126,Accused,205,157,0.9
126,Accused,3229,2805,0.9
127,Accused,206,157,0.95
127,Accused,617,508,0.95
127,Accused,2877,2498,0.9
128,Accused,207,157,0.95
128,Accused,301,243,0.875
128,Accused,1063,918,0.95
128,Accused,1967,1679,0.875
128,Accused,2941,2554,0.925
128,Accused,3052,2653,0.825
128,Accused,3383,2943,0.95
128,Accused,5500,4862,0.875
129,Accused,208,158,0.9
129,Accused,4242,3731,0.9
130,Accused,210,160,0.95
130,Accused,1903,1629,0.9
130,Accused,2345,2017,0.85
130,Accused,3351,2917,0.95
130,Accused,4682,4117,0.9
131,Accused,212,161,0.925
131,Accused,288,232,0.925
131,Accused,967,827,0.9
131,Accused,3550,3090,0.875
131,Accused,4435,3909,0.825
131,Accused,4728,4160,0.9
131,Accused,5036,4446,0.825
132,Accused,213,163,1.0
132,Accused,255,203,0.925
132,Accused,434,355,0.925
132,Accused,915,786,0.825
132,Accused,1097,946,1.0
132,Accused,1178,1011,0.825
132,Accused,1821,1546,0.875
132,Accused,1861,1585,0.9
132,Accused,1870,1594,0.825
132,Accused,3127,2718,0.875
132,Accused,3294,2865,0.95
132,Accused,3778,3297,0.825
133,Accused,214,164,0.925
133,Accused,304,245,0.925
133,Accused,844,725,0.875
133,Accused,1295,1111,0.825
133,Accused,2237,1916,0.825
133,Accused,2287,1965,0.825
133,Accused,2564,2210,0.825
133,Accused,4112,3610,0.825
133,Accused,4117,3613,0.825
133,Accused,4364,3848,0.825
134,Accused,216,166,0.925
134,Accused,1716,1458,0.825
134,Accused,1792,1518,0.9
134,Accused,2130,1831,0.875
134,Accused,3701,3231,0.875
134,Accused,3926,3445,0.925
134,Accused,4169,3671,0.875
134,Accused,4390,3869,0.825
134,Accused,4569,4020,0.925
134,Accused,5450,4823,0.875
135,Accused,217,168,1.0
135,Accused,847,728,1.0
135,Accused,1007,865,0.875
135,Accused,1440,1232,0.925
135,Accused,1887,1610,0.825
135,Accused,4928,4343,0.825
135,Accused,5366,4745,0.825
135,Accused,5453,4825,0.95
136,Accused,218,169,1.0
136,Accused,391,319,0.95
136,Accused,1208,1036,0.85
136,Accused,1225,1046,0.825
136,Accused,1388,1192,0.925
136,Accused,1798,1527,0.825
136,Accused,2418,2082,0.95
136,Accused,2425,2086,1.0
136,Accused,3727,3246,1.0
136,Accused,5512,4869,0.875
137,Accused,219,169,0.875
137,Accused,791,673,0.825
137,Accused,830,712,0.825
137,Accused,5573,4913,0.875
138,Accused,221,173,0.85
138,Accused,3928,3445,0.85
139,Accused,222,173,1.0
139,Accused,809,689,0.925
139,Accused,1044,897,0.925
139,Accused,1304,1114,0.875
139,Accused,1377,1184,0.925
139,Accused,2751,2378,1.0
139,Accused,4468,3933,0.825
139,Accused,4550,4004,0.925
139,Accused,5472,4839,0.925
139,Accused,5550,4894,0.925
140,Accused,224,176,0.85
140,Accused,4564,4018,0.85
141,Accused,225,178,0.95
141,Accused,3343,2912,0.825
141,Accused,4699,4135,0.875
141,Accused,5104,4505,0.95
142,Accused,227,179,0.925
142,Accused,567,467,0.9
142,Accused,580,477,0.875
142,Accused,3909,3431,0.925
142,Accused,4133,3630,0.925
143,Accused,228,180,1.0
143,Accused,1125,967,0.85
143,Accused,3192,2780,1.0
144,Accused,229,180,0.95
144,Accused,4121,3619,0.825
144,Accused,4570,4022,0.95
144,Accused,5107,4506,0.9
145,Accused,230,180,0.95
145,Accused,398,324,0.875
145,Accused,1118,963,0.875
145,Accused,3005,2610,0.95
145,Accused,3025,2631,0.95
145,Accused,3887,3408,0.925
145,Accused,5586,4924,0.9
146,Accused,231,181,0.925
146,Accused,711,598,0.875
146,Accused,1625,1383,0.925
146,Accused,4296,3790,0.85
147,Accused,232,181,0.925
147,Accused,2768,2396,0.925
147,Accused,3447,3000,0.875
147,Accused,4982,4385,0.875
147,Accused,5056,4468,0.825
147,Accused,5143,4542,0.925
147,Accused,5532,4883,0.925
148,Accused,233,183,0.875
148,Accused,676,561,0.875
148,Accused,2335,2009,0.875
148,Accused,4768,4206,0.875
149,Accused,235,185,0.95
149,Accused,1325,1138,0.95
149,Accused,2275,1955,0.875
149,Accused,2933,2549,0.9
149,Accused,4408,3891,0.95
149,Accused,4572,4025,0.875
150,Accused,236,185,1.0
150,Accused,1056,912,0.825
150,Accused,1583,1348,0.95
150,Accused,2347,2018,0.875
150,Accused,2709,2344,0.925
150,Accused,2723,2355,0.875
150,Accused,2963,2573,1.0
150,Accused,3223,2802,0.95
150,Accused,3472,3021,0.875
150,Accused,4217,3710,0.925
150,Accused,5294,4691,0.875
150,Accused,5611,4948,0.875
151,Accused,237,186,0.95
151,Accused,890,767,0.95
151,Accused,3028,2633,0.925
151,Accused,3899,3419,0.925
151,Accused,4049,3553,0.9
152,Accused,238,187,0.925
152,Accused,602,495,0.875
152,Accused,1412,1213,0.825
152,Accused,2099,1805,0.825
152,Accused,2733,2364,0.825
152,Accused,3528,3075,0.9
152,Accused,3949,3466,0.825
152,Accused,4009,3518,0.825
152,Accused,4157,3657,0.85
152,Accused,5032,4440,0.925
152,Accused,5135,4535,0.925
153,Accused,239,188,0.95
153,Accused,2802,2432,0.95
153,Accused,5133,4533,0.875
154,Accused,240,188,0.925
154,Accused,550,450,0.875
154,Accused,814,695,0.825
154,Accused,1109,955,0.875
154,Accused,1536,1310,0.925
154,Accused,2313,1986,0.925
155,Accused,241,189,1.0
155,Accused,995,855,1.0
155,Accused,2072,1784,0.925
155,Accused,3712,3237,0.85
156,Accused,242,190,1.0
156,Accused,577,474,1.0
156,Accused,1271,1085,0.925
156,Accused,1797,1524,1.0
156,Accused,3892,3412,0.95
156,Accused,3924,3443,0.875
156,Accused,4156,3656,1.0
156,Accused,5298,4694,1.0
157,Accused,244,190,0.925
157,Accused,763,647,0.875
157,Accused,1004,862,0.9
157,Accused,1523,1299,0.875
157,Accused,1746,1478,0.875
157,Accused,3589,3128,0.925
157,Accused,5138,4540,0.9
158,Accused,245,191,1.0
158,Accused,747,631,0.925
158,Accused,878,754,0.925
158,Accused,1496,1277,0.875
158,Accused,1808,1534,1.0
158,Accused,1854,1578,0.9
158,Accused,3197,2783,0.825
159,Accused,246,193,1.0
159,Accused,310,250,0.9
159,Accused,2398,2065,1.0
159,Accused,3651,3190,0.95
160,Accused,247,193,1.0
160,Accused,1379,1187,0.875
160,Accused,2003,1707,1.0
160,Accused,2530,2186,0.825
160,Accused,3203,2787,0.9
160,Accused,3834,3347,0.875
160,Accused,5304,4699,0.825
161,Accused,248,195,0.925
161,Accused,579,476,0.875
161,Accused,2406,2072,0.875
161,Accused,2645,2285,0.875
161,Accused,3823,3338,0.825
161,Accused,4410,3891,0.925
161,Accused,4591,4038,0.875
161,Accused,4760,4196,0.875
162,Accused,249,199,1.0
162,Accused,2471,2129,0.875
162,Accused,2559,2205,1.0
162,Accused,3080,2680,0.95
163,Accused,250,200,0.925
163,Accused,258,205,0.925
163,Accused,3746,3268,0.875
164,Accused,251,200,0.95
164,Accused,1173,1008,0.9
164,Accused,2505,2162,0.95
164,Accused,3477,3027,0.875
164,Accused,4635,4076,0.9
164,Accused,4966,4373,0.875
165,Accused,252,200,0.925
165,Accused,1894,1616,0.825
165,Accused,2947,2559,0.875
165,Accused,3260,2837,0.825
165,Accused,3912,3432,0.925
166,Accused,253,202,1.0
166,Accused,996,856,1.0
166,Accused,1040,894,0.875
166,Accused,1452,1241,0.875
166,Accused,1880,1602,0.875
166,Accused,1919,1640,0.875
166,Accused,2716,2349,0.95
166,Accused,3022,2629,0.825
166,Accused,4020,3524,1.0
166,Accused,5418,4796,0.825
167,Accused,256,203,0.85
167,Accused,1427,1223,0.85
167,Accused,5029,4437,0.85
168,Accused,257,204,0.95
168,Accused,1165,1001,0.85
168,Accused,2332,2007,0.85
168,Accused,3442,2996,0.85
168,Accused,5628,4958,0.95
169,Accused,261,208,0.925
169,Accused,382,311,0.825
169,Accused,565,465,0.825
169,Accused,1370,1178,0.875
169,Accused,1816,1540,0.875
169,Accused,3199,2784,0.825
169,Accused,4256,3746,0.925
169,Accused,5047,4453,0.925
169,Accused,5081,4486,0.925
169,Accused,5440,4813,0.875
170,Accused,262,209,0.95
170,Accused,3018,2624,0.9
170,Accused,3478,3028,0.95
170,Accused,4231,3723,0.875
170,Accused,4329,3821,0.95
170,Accused,4779,4218,0.95
170,Accused,4851,4282,0.875
170,Accused,4901,4322,0.95
170,Accused,5284,4678,0.9
171,Accused,264,212,1.0
171,Accused,703,586,0.925
171,Accused,1078,933,0.925
171,Accused,1724,1466,0.825
171,Accused,1917,1639,0.875
171,Accused,2142,1841,0.875
171,Accused,2349,2021,0.95
171,Accused,2575,2224,0.925
171,Accused,2786,2418,1.0
171,Accused,3879,3399,0.95
171,Accused,4013,3520,0.95
171,Accused,4623,4061,0.925
171,Accused,5505,4864,0.875
171,Accused,5527,4880,1.0
172,Accused,267,214,0.925
172,Accused,1935,1654,0.925
172,Accused,2096,1802,0.825
172,Accused,3992,3500,0.925
172,Accused,4150,3649,0.925
172,Accused,4812,4243,0.825
173,Accused,269,216,1.0
173,Accused,1498,1277,0.9
173,Accused,4250,3739,1.0
174,Accused,270,216,1.0
174,Accused,3326,2899,1.0
174,Accused,4860,4290,0.95
174,Accused,5382,4760,0.85
175,Accused,271,216,1.0
175,Accused,1137,974,0.9
175,Accused,3496,3043,0.875
175,Accused,4060,3561,0.9
175,Accused,4897,4320,1.0
175,Accused,5164,4563,1.0
176,Accused,272,219,0.95
176,Accused,4041,3547,0.95
177,Accused,273,220,0.95
177,Accused,508,413,0.875
177,Accused,1535,1310,0.95
177,Accused,3825,3341,0.95
177,Accused,5204,4594,0.9
178,Accused,274,221,1.0
178,Accused,877,753,1.0
178,Accused,984,844,1.0
178,Accused,2254,1933,0.9
179,Accused,275,222,0.95
179,Accused,885,762,0.925
179,Accused,2702,2335,0.875
179,Accused,3707,3234,0.875
179,Accused,4220,3712,0.825
179,Accused,4320,3814,0.95
179,Accused,4802,4236,0.825
179,Accused,5633,4961,0.925
180,Accused,276,222,0.95
180,Accused,295,239,0.875
180,Accused,396,321,0.825
180,Accused,615,507,0.925
180,Accused,1399,1203,0.825
180,Accused,1560,1326,0.925
180,Accused,1632,1388,0.925
180,Accused,2423,2085,0.95
180,Accused,2553,2200,0.875
180,Accused,2907,2527,0.875
180,Accused,4759,4196,0.875
181,Accused,277,223,0.95
181,Accused,3811,3331,0.95
181,Accused,4316,3810,0.95
182,Accused,278,224,0.85
182,Accused,1934,1653,0.85
182,Accused,4909,4330,0.85
183,Accused,279,224,0.95
183,Accused,799,677,0.825
183,Accused,1725,1467,0.95
183,Accused,4883,4307,0.925
184,Accused,280,224,0.925
184,Accused,2932,2547,0.825
184,Accused,4737,4179,0.925
184,Accused,4890,4312,0.9
184,Accused,5183,4578,0.85
185,Accused,282,227,0.95
185,Accused,450,373,0.9
185,Accused,1697,1440,0.95
185,Accused,1896,1620,0.95
185,Accused,2182,1873,0.825
185,Accused,3208,2790,0.825
186,Accused,283,227,0.95
186,Accused,464,382,0.875
186,Accused,1470,1257,0.85
186,Accused,4104,3603,0.95
187,Accused,284,228,0.95
187,Accused,1237,1056,0.9
187,Accused,1493,1274,0.9
187,Accused,1580,1344,0.95
187,Accused,2021,1726,0.825
187,Accused,2407,2073,0.9
187,Accused,2446,2103,0.825
187,Accused,2730,2362,0.9
187,Accused,3900,3420,0.925
187,Accused,5291,4687,0.85
188,Accused,286,229,0.95
188,Accused,632,518,0.925
188,Accused,1232,1052,0.875
188,Accused,2160,1854,0.875
188,Accused,2228,1910,0.825
188,Accused,2847,2470,0.825
188,Accused,3852,3371,0.95
188,Accused,5121,4523,0.9
189,Accused,287,232,1.0
189,Accused,1487,1266,1.0
189,Accused,3217,2798,0.85
190,Accused,289,232,1.0
190,Accused,653,539,0.825
190,Accused,1404,1206,0.925
190,Accused,1447,1237,0.875
190,Accused,1703,1446,1.0
190,Accused,2705,2337,0.875
190,Accused,2799,2430,0.825
190,Accused,3136,2727,0.925
190,Accused,4813,4245,0.95
190,Accused,5124,4524,0.9
190,Accused,5636,4964,1.0
191,Accused,291,234,1.0
191,Accused,1660,1409,0.9
191,Accused,4213,3707,0.85
191,Accused,4752,4191,0.85
191,Accused,5153,4553,1.0
192,Accused,292,235,1.0
192,Accused,462,380,0.925
192,Accused,762,645,1.0
192,Accused,1838,1568,0.825
192,Accused,1899,1623,0.875
192,Accused,2064,1778,0.925
192,Accused,2944,2556,0.9
192,Accused,4033,3539,0.85
192,Accused,4092,3591,0.875
192,Accused,4469,3933,0.925
193,Accused,293,238,1.0
193,Accused,576,473,1.0
194,Accused,297,240,0.925
194,Accused,1690,1434,0.875
194,Accused,4849,4279,0.925
195,Accused,298,240,1.0
195,Accused,938,803,0.95
195,Accused,5125,4526,1.0
196,Accused,299,241,0.925
196,Accused,1529,1304,0.825
196,Accused,1569,1335,0.925
196,Accused,3657,3194,0.875
196,Accused,4254,3744,0.875
197,Accused,300,241,1.0
197,Accused,2620,2270,0.95
197,Accused,2647,2291,0.9
197,Accused,3777,3297,1.0
198,Accused,302,243,0.95
198,Accused,593,486,0.95
199,Accused,303,244,0.95
199,Accused,2307,1981,0.95
199,Accused,2757,2385,0.9
199,Accused,4782,4220,0.825
200,Accused,305,246,1.0
200,Accused,1416,1216,0.85
200,Accused,2838,2461,0.85
200,Accused,3429,2983,1.0
200,Accused,4264,3756,0.9
201,Accused,306,247,1.0
201,Accused,2585,2234,0.9
201,Accused,4887,4311,1.0
201,Accused,5474,4840,0.9
202,Accused,307,248,1.0
202,Accused,428,350,0.875
202,Accused,486,397,1.0
202,Accused,1628,1385,0.95
202,Accused,2764,2391,0.95
202,Accused,3360,2924,0.825
202,Accused,5325,4716,1.0
203,Accused,308,248,0.925
203,Accused,328,271,0.875
203,Accused,541,441,0.925
203,Accused,1051,908,0.925
203,Accused,2277,1957,0.925
203,Accused,3309,2880,0.875
203,Accused,3464,3017,0.875
203,Accused,4139,3635,0.825
204,Accused,312,251,0.95
204,Accused,1594,1358,0.875
204,Accused,3101,2696,0.95
204,Accused,3600,3138,0.875
204,Accused,5157,4556,0.9
205,Accused,313,253,0.9
205,Accused,891,767,0.85
205,Accused,2885,2503,0.85
205,Accused,3715,3239,0.9
205,Accused,5044,4451,0.9
205,Accused,5564,4906,0.9
206,Accused,315,257,0.95
206,Accused,977,839,0.95
206,Accused,5533,4884,0.9
207,Accused,316,257,0.925
207,Accused,492,400,0.875
207,Accused,574,471,0.875
207,Accused,932,800,0.825
207,Accused,1654,1405,0.925
207,Accused,2824,2449,0.825
207,Accused,3666,3202,0.875
208,Accused,317,258,1.0
208,Accused,630,518,0.825
208,Accused,1760,1489,0.925
208,Accused,2318,1991,1.0
208,Accused,3082,2681,0.875
208,Accused,4384,3864,0.95
209,Accused,318,259,1.0
209,Accused,527,428,0.825
209,Accused,872,749,0.825
209,Accused,1413,1214,1.0
209,Accused,1851,1576,0.825
209,Accused,3129,2720,0.85
209,Accused,3253,2831,1.0
209,Accused,3455,3011,0.85
209,Accused,4039,3545,0.825
210,Accused,319,260,0.925
210,Accused,608,503,0.825
210,Accused,941,805,0.875
210,Accused,2462,2119,0.925
210,Accused,4291,3780,0.925
210,Accused,4367,3849,0.875
211,Accused,320,263,0.85
211,Accused,4972,4377,0.85
212,Accused,321,264,0.95
212,Accused,864,742,0.825
212,Accused,1518,1297,0.95
212,Accused,1618,1374,0.925
212,Accused,2091,1800,0.875
212,Accused,4072,3573,0.825
212,Accused,4674,4109,0.95
213,Accused,324,265,0.925
213,Accused,560,460,0.825
213,Accused,1375,1183,0.825
213,Accused,1761,1489,0.875
213,Accused,1991,1696,0.925
213,Accused,2925,2540,0.875
213,Accused,5017,4425,0.875
213,Accused,5597,4935,0.875
214,Accused,325,266,0.85
214,Accused,366,298,0.875
214,Accused,416,341,0.875
214,Accused,1443,1234,0.85
214,Accused,4839,4273,0.875
214,Accused,5120,4522,0.825
215,Accused,326,269,0.95
215,Accused,5187,4582,0.95
216,Accused,327,270,0.95
216,Accused,558,458,0.9
216,Accused,3287,2861,0.95
216,Accused,3607,3145,0.875
216,Accused,4405,3887,0.875
217,Accused,329,271,0.95
217,Accused,1794,1521,0.9
217,Accused,2456,2113,0.9
217,Accused,3013,2620,0.95
217,Accused,3702,3232,0.95
217,Accused,4518,3977,0.9
218,Accused,330,272,0.95
218,Accused,719,606,0.95
218,Accused,3372,2931,0.9
219,Accused,331,273,1.0
219,Accused,1212,1039,1.0
219,Accused,2008,1713,0.95
219,Accused,2759,2385,0.9
219,Accused,4128,3625,0.9
219,Accused,4911,4332,0.95
220,Accused,332,273,1.0
220,Accused,3846,3366,1.0
221,Accused,333,273,1.0
221,Accused,3168,2754,1.0
222,Accused,334,274,0.875
222,Accused,445,367,0.875
222,Accused,1786,1514,0.875
223,Accused,335,274,0.95
223,Accused,3251,2828,1.0
223,Accused,5280,4677,1.0
224,Accused,336,274,1.0
224,Accused,1179,1012,0.95
224,Accused,3061,2664,1.0
224,Accused,3278,2854,0.9
224,Accused,3303,2877,0.95
225,Accused,337,275,0.95
225,Accused,607,501,0.875
225,Accused,1049,904,0.875
225,Accused,1290,1103,0.875
225,Accused,1564,1329,0.9
225,Accused,3198,2783,0.825
225,Accused,3284,2858,0.825
225,Accused,4012,3519,0.95
225,Accused,4758,4195,0.95
225,Accused,5486,4849,0.825
226,Accused,339,277,1.0
226,Accused,4014,3520,1.0
226,Accused,4466,3930,0.9
227,Accused,340,278,1.0
227,Accused,1145,982,0.9
227,Accused,2547,2198,1.0
227,Accused,4284,3772,0.95
227,Accused,5098,4499,0.95
228,Accused,343,283,0.9
228,Accused,1868,1592,0.9
228,Accused,4684,4119,0.825
229,Accused,344,283,1.0
229,Accused,581,477,0.9
229,Accused,1205,1034,0.9
229,Accused,1504,1284,1.0
229,Accused,3554,3094,0.825
229,Accused,4399,3884,0.875
229,Accused,5057,4469,0.9
229,Accused,5240,4627,0.825
229,Accused,5244,4631,1.0
230,Accused,345,283,0.95
230,Accused,470,385,0.825
230,Accused,493,401,0.825
230,Accused,2163,1855,0.925
230,Accused,2915,2534,0.875
230,Accused,4536,3992,0.875
230,Accused,4614,4054,0.95
231,Accused,346,284,0.95
231,Accused,3508,3055,0.95
231,Accused,4185,3685,0.95
232,Accused,348,285,0.85
232,Accused,3356,2922,0.85
233,Accused,349,286,0.95
233,Accused,836,717,0.95
233,Accused,1940,1659,0.95
233,Accused,5529,4882,0.9
234,Accused,350,288,0.9
234,Accused,1403,1206,0.9
235,Accused,351,289,0.9
235,Accused,881,759,0.85
235,Accused,1478,1260,0.85
235,Accused,2068,1781,0.85
235,Accused,3761,3279,0.9
236,Accused,353,290,0.9
236,Accused,1597,1359,0.9
237,Accused,354,291,1.0
237,Accused,3824,3340,1.0
237,Accused,4111,3609,0.9
238,Accused,355,291,0.95
238,Accused,2419,2082,0.95
238,Accused,4491,3951,0.9
239,Accused,356,291,1.0
239,Accused,524,427,0.95
239,Accused,673,559,1.0
239,Accused,2049,1759,0.925
239,Accused,2144,1842,0.925
239,Accused,2294,1973,0.825
239,Accused,2533,2187,0.825
239,Accused,3671,3207,0.95
239,Accused,3875,3395,0.875
239,Accused,3984,3493,0.85
239,Accused,5672,4992,0.95
240,Accused,357,292,0.925
240,Accused,1103,950,0.875
240,Accused,2260,1937,0.875
240,Accused,3543,3085,0.925
241,Accused,358,292,0.95
241,Accused,572,470,0.875
241,Accused,612,504,0.825
241,Accused,2868,2489,0.95
241,Accused,3519,3067,0.825
241,Accused,3764,3283,0.875
241,Accused,5296,4692,0.925
242,Accused,361,295,0.9
242,Accused,807,688,0.9
243,Accused,362,296,1.0
243,Accused,1866,1592,1.0
243,Accused,4283,3771,0.95
244,Accused,363,296,1.0
244,Accused,643,529,0.875
244,Accused,3755,3274,0.925
244,Accused,4003,3510,0.925
244,Accused,5530,4883,1.0
245,Accused,364,296,0.925
245,Accused,4898,4320,0.925
245,Accused,5014,4423,0.875
246,Accused,365,297,1.0
246,Accused,1155,992,1.0
246,Accused,1170,1005,0.875
246,Accused,1679,1426,0.825
246,Accused,1891,1613,1.0
246,Accused,2583,2233,0.95
246,Accused,3623,3161,0.825
246,Accused,4749,4188,0.825
246,Accused,5348,4732,0.925
246,Accused,5552,4895,0.9
246,Accused,5581,4920,1.0
247,Accused,367,299,0.925
247,Accused,523,425,0.95
247,Accused,1508,1286,0.925
247,Accused,2122,1827,0.925
247,Accused,4481,3940,0.95
247,Accused,5049,4455,0.925
248,Accused,369,301,0.875
248,Accused,883,760,0.875
249,Accused,370,301,1.0
249,Accused,1674,1423,1.0
249,Accused,2492,2152,1.0
250,Accused,371,302,1.0
250,Accused,654,539,0.9
250,Accused,4817,4250,1.0
251,Accused,373,304,0.95
251,Accused,2454,2111,1.0
251,Accused,3300,2874,0.95
251,Accused,4021,3524,0.9
251,Accused,4064,3567,1.0
251,Accused,4685,4119,1.0
252,Accused,374,305,0.85
252,Accused,5313,4705,0.85
253,Accused,375,305,1.0
254,Accused,376,305,1.0
254,Accused,1188,1019,1.0
254,Accused,2631,2276,0.95
254,Accused,3680,3213,0.9
255,Accused,379,307,1.0
255,Accused,473,386,1.0
255,Accused,476,389,1.0
255,Accused,1572,1337,0.875
255,Accused,1586,1349,0.925
255,Accused,2173,1862,0.925
255,Accused,2794,2424,1.0
255,Accused,3126,2718,0.925
255,Accused,3257,2836,0.875
256,Accused,380,307,1.0
256,Accused,529,431,0.925
256,Accused,604,498,0.9
256,Accused,638,526,0.95
256,Accused,832,714,0.875
256,Accused,3091,2690,0.875
256,Accused,4358,3844,1.0
256,Accused,4739,4180,0.925
256,Accused,5623,4954,0.875
257,Accused,381,310,0.95
257,Accused,1612,1370,0.85
257,Accused,2098,1804,0.9
257,Accused,4710,4148,0.95
258,Accused,383,311,0.95
258,Accused,904,779,0.95
259,Accused,384,312,0.95
259,Accused,1584,1348,0.925
259,Accused,1587,1349,0.95
259,Accused,5312,4704,0.875
260,Accused,385,313,0.85
260,Accused,2432,2094,0.85
261,Accused,386,314,0.925
261,Accused,939,804,0.825
261,Accused,1110,956,0.925
261,Accused,1149,987,0.875
261,Accused,1425,1222,0.875
261,Accused,1947,1663,0.925
261,Accused,2878,2499,0.875
261,Accused,3412,2969,0.825
261,Accused,3985,3495,0.875
261,Accused,5412,4790,0.875
262,Accused,387,315,0.9
262,Accused,2881,2500,0.9
262,Accused,4332,3824,0.9
263,Accused,388,316,1.0
263,Accused,1979,1691,0.95
263,Accused,3162,2750,1.0
264,Accused,389,316,0.925
264,Accused,1048,903,0.85
264,Accused,2152,1846,0.925
265,Accused,390,316,0.85
265,Accused,1303,1114,0.85
266,Accused,392,319,1.0
267,Accused,393,319,0.95
267,Accused,879,757,0.95
268,Accused,395,321,1.0
268,Accused,3066,2669,1.0
268,Accused,5343,4729,0.9
269,Accused,397,323,1.0
269,Accused,1357,1166,0.825
269,Accused,2004,1708,0.825
269,Accused,3017,2624,0.925
269,Accused,3799,3320,1.0
269,Accused,4673,4108,0.875
269,Accused,4946,4358,0.95
270,Accused,399,324,0.95
270,Accused,3269,2849,0.95
270,Accused,5117,4518,0.95
271,Accused,400,326,1.0
271,Accused,2584,2234,1.0
272,Accused,401,329,0.9
272,Accused,5449,4822,0.9
273,Accused,402,330,1.0
273,Accused,1169,1005,0.875
273,Accused,2330,2005,0.875
273,Accused,2805,2436,0.875
273,Accused,3239,2814,0.85
273,Accused,3624,3162,0.875
273,Accused,3679,3212,0.925
273,Accused,3944,3458,0.925
273,Accused,5203,4594,1.0
274,Accused,403,331,0.925
274,Accused,1152,989,0.875
274,Accused,1441,1234,0.875
274,Accused,2655,2296,0.925
274,Accused,3074,2676,0.875
274,Accused,3844,3364,0.9
274,Accused,4806,4239,0.925
274,Accused,5213,4601,0.925
274,Accused,5655,4979,0.825
275,Accused,404,332,0.95
275,Accused,2159,1853,0.925
275,Accused,2740,2369,0.95
275,Accused,4206,3701,0.9
275,Accused,4330,3822,0.9
275,Accused,4437,3910,0.9
276,Accused,405,333,1.0
276,Accused,1684,1430,1.0
276,Accused,2420,2083,0.9
276,Accused,2668,2306,0.825
276,Accused,4337,3828,0.825
277,Accused,406,334,0.925
277,Accused,871,748,0.825
277,Accused,2240,1920,0.875
277,Accused,2928,2542,0.925
277,Accused,4624,4062,0.875
278,Accused,408,335,0.9
278,Accused,1904,1631,0.9
279,Accused,411,338,0.875
279,Accused,5232,4619,0.875
280,Accused,413,340,1.0
281,Accused,415,340,0.85
281,Accused,2165,1857,0.85
282,Accused,419,343,0.875
282,Accused,5137,4537,0.875
283,Accused,420,344,0.925
283,Accused,1477,1260,0.925
284,Accused,421,345,0.9
284,Accused,2415,2078,0.9
285,Accused,422,345,1.0
285,Accused,3184,2772,1.0
285,Accused,3476,3027,0.95
285,Accused,3874,3394,0.95
285,Accused,4712,4150,0.95
285,Accused,4899,4320,0.9
285,Accused,5156,4556,1.0
286,Accused,423,346,0.925
286,Accused,599,490,0.875
286,Accused,3441,2996,0.925
286,Accused,4052,3554,0.925
286,Accused,5344,4730,0.875
287,Accused,424,347,1.0
287,Accused,2560,2205,1.0
288,Accused,426,348,1.0
288,Accused,1021,880,1.0
288,Accused,1766,1494,0.9
288,Accused,3373,2931,0.875
289,Accused,429,351,0.9
289,Accused,856,733,0.9
290,Accused,430,352,0.95
290,Accused,3403,2963,0.95
290,Accused,3634,3173,0.95
290,Accused,3714,3238,0.9
290,Accused,4350,3836,0.875
291,Accused,431,353,0.825
291,Accused,2055,1765,0.825
292,Accused,432,354,0.95
292,Accused,2895,2514,0.85
292,Accused,4885,4308,0.95
293,Accused,433,354,0.95
293,Accused,1300,1113,0.95
293,Accused,3056,2657,0.95
294,Accused,435,358,0.85
294,Accused,3529,3076,0.85
294,Accused,5229,4618,0.825
295,Accused,436,358,0.9
295,Accused,2125,1829,0.9
295,Accused,2979,2587,0.875
296,Accused,437,358,0.95
296,Accused,586,481,0.95
296,Accused,4230,3722,0.95
296,Accused,5389,4769,0.9
297,Accused,438,359,0.95
297,Accused,1275,1089,0.95
297,Accused,2662,2303,0.85
297,Accused,4676,4112,0.85
298,Accused,439,359,0.9
298,Accused,2598,2247,0.85
298,Accused,3482,3030,0.9
299,Accused,440,360,0.9
299,Accused,4688,4121,0.9
299,Accused,4794,4230,0.9
300,Accused,441,361,0.95
300,Accused,2200,1888,0.9
