ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
3920,8779,1,2026-12-17,29,2,13,1053,2,9821,1,0
3921,8781,1,2023-04-13,29,1,9,1028,1,9825,1,0
3922,8782,1,2025-04-14,29,6,19,1111,6,9826,1,0
3923,8783,1,2025-06-02,29,1,7,1010,1,9828,1,0
3924,8786,1,2024-01-15,29,1,10,1032,1,9831,1,0
3925,8788,1,2026-07-26,29,3,16,1086,3,9836,1,0
3926,8794,1,2026-01-05,29,3,15,1081,3,9837,1,0
3927,8796,1,2022-01-23,29,3,15,1081,3,9839,1,0
3928,8798,1,2021-11-01,29,1,10,1030,1,9840,1,0
3929,8803,1,2024-01-22,29,1,6,1004,1,9846,1,0
3930,8804,1,2022-09-13,29,6,19,1105,6,9847,1,0
3931,8806,1,2026-04-17,29,1,9,1023,1,9848,1,0
3932,8807,1,2023-12-26,29,1,11,1036,1,9849,1,0
3933,8812,1,2022-08-06,29,3,15,1075,3,9854,1,0
3934,8815,1,2023-04-11,29,1,10,1031,1,9855,1,0
3935,8817,1,2025-11-10,29,7,20,1115,7,9856,1,0
3936,8818,1,2025-06-25,29,1,12,1052,1,9858,1,0
3937,8821,1,2022-05-28,29,1,11,1040,1,9860,1,0
3938,8822,1,2023-08-31,29,4,17,1092,4,9861,1,0
3939,8824,1,2027-01-27,29,6,19,1105,6,9864,1,0
3940,8825,1,2021-04-07,29,2,14,1070,2,9867,1,0
3941,8826,1,2025-11-05,29,2,13,1056,2,9868,1,0
3942,8827,1,2022-06-27,29,1,12,1051,1,9870,1,0
3943,8831,2,2022-09-13,29,8,21,1124,8,9874,1,0
3944,8833,1,2024-03-20,29,1,6,1009,1,9876,1,0
3945,8834,1,2022-06-12,29,6,19,1105,6,9877,1,0
3946,8846,1,2025-02-18,29,1,8,1017,1,9887,1,0
3947,8847,1,2023-02-19,29,1,10,1033,1,9888,1,0
3948,8848,1,2023-03-20,29,1,9,1027,1,9889,1,0
3949,8849,1,2021-10-10,29,1,6,1008,1,9890,1,0
3950,8850,1,2023-11-08,29,1,11,1040,1,9891,1,0
3951,8851,1,2024-12-25,29,3,16,1090,3,9893,1,0
3952,8853,1,2024-09-19,29,1,8,1021,1,9894,1,0
3953,8854,1,2025-11-10,29,1,9,1023,1,9895,1,0
3954,8855,1,2025-11-16,29,3,16,1087,3,9898,1,0
3955,8858,1,2022-02-25,29,8,21,1125,8,9903,1,0
3956,8859,1,2022-02-11,29,6,19,1110,6,9905,1,0
3957,8866,1,2026-02-03,29,1,8,1019,1,9915,1,0
3958,8871,1,2026-01-21,29,1,7,1015,1,9918,1,0
3959,8874,1,2025-05-12,29,3,15,1078,3,9921,1,0
3960,8877,1,2025-07-29,29,5,18,1103,5,9924,1,0
3961,8882,1,2021-09-23,29,8,21,1120,8,9927,1,0
3962,8885,2,2024-01-10,29,5,18,1101,5,9928,1,0
3963,8886,1,2023-06-27,29,2,14,1064,2,9931,1,0
3964,8889,1,2023-10-23,29,2,13,1060,2,9933,1,0
3965,8891,1,2021-07-08,29,2,14,1065,2,9936,1,0
3966,8892,1,2025-07-30,29,2,14,1068,2,9938,1,0
3967,8894,1,2021-10-28,29,5,18,1101,5,9939,1,0
3968,8895,1,2024-06-14,29,3,15,1080,3,9940,1,0
3969,8898,1,2023-09-14,29,1,11,1042,1,9942,1,0
3970,8901,1,2021-01-28,29,2,13,1053,2,9945,1,0
3971,8904,2,2025-10-23,29,3,16,1089,3,9951,1,0
3972,8906,1,2021-10-30,29,1,8,1017,1,9953,1,0
3973,8909,1,2022-02-28,29,5,18,1099,5,9954,1,0
3974,8910,1,2022-06-07,29,1,10,1033,1,9955,1,0
3975,8911,1,2026-07-07,29,1,7,1015,1,9956,1,0
3976,8912,1,2023-09-02,29,1,8,1016,1,9958,1,0
3977,8915,1,2021-11-05,29,1,7,1014,1,9961,1,0
3978,8916,1,2022-06-14,29,3,16,1088,3,9962,1,0
3979,8917,1,2021-10-29,29,4,17,1093,4,9964,1,0
3980,8918,1,2021-11-08,29,1,12,1047,1,9967,1,0
3981,8922,1,2025-09-30,29,1,6,1001,1,9971,1,0
3982,8923,1,2023-11-15,29,7,20,1119,7,9972,1,0
3983,8925,1,2024-10-31,29,2,13,1060,2,9976,1,0
3984,8928,1,2021-08-29,29,4,17,1093,4,9980,1,0
3985,8929,1,2022-09-21,29,5,18,1101,5,9982,1,0
3986,8932,1,2026-04-06,29,1,11,1036,1,9986,1,0
3987,8933,1,2027-01-12,29,1,11,1039,1,9987,1,0
3988,8936,1,2027-03-09,29,1,12,1050,1,9990,1,0
3989,8940,1,2024-11-05,29,1,11,1038,1,9992,1,0
3990,8945,1,2021-11-26,29,1,12,1044,1,9994,1,0
3991,8947,1,2025-10-01,29,5,18,1101,5,9997,1,0
3992,8948,1,2023-11-26,29,1,11,1036,1,9998,1,0
3993,8949,1,2025-08-03,29,5,18,1099,5,9999,1,0
3994,8950,1,2023-11-10,29,7,20,1119,7,10000,1,0
3995,8954,1,2026-09-12,29,1,12,1044,1,10005,1,0
3996,8955,1,2025-11-02,29,1,10,1029,1,10007,1,0
3997,8958,1,2022-10-28,29,8,21,1125,8,10009,1,0
3998,8959,1,2024-04-26,29,3,16,1088,3,10011,1,0
3999,8961,1,2026-05-24,29,6,19,1110,6,10013,1,0
4000,8966,1,2025-04-06,29,1,10,1029,1,10020,1,0
4001,8967,1,2024-05-19,29,2,14,1072,2,10021,1,0
4002,8969,1,2024-07-27,29,4,17,1092,4,10025,1,0
4003,8970,1,2024-11-14,29,1,10,1029,1,10027,1,0
4004,8972,2,2021-09-09,29,2,13,1055,2,10030,1,0
4005,8974,1,2026-11-27,29,7,20,1119,7,10034,1,0
4006,8975,1,2022-08-19,29,1,12,1043,1,10036,1,0
4007,8978,1,2026-08-18,29,3,16,1083,3,10039,1,0
4008,8982,1,2026-04-25,29,1,10,1032,1,10043,1,0
4009,8983,1,2026-10-14,29,2,14,1072,2,10044,1,0
4010,8985,1,2024-07-20,29,1,7,1011,1,10046,1,0
4011,8987,1,2026-06-08,29,3,16,1084,3,10047,1,0
4012,8988,2,2022-01-27,29,5,18,1103,5,10048,1,0
4013,8989,1,2026-09-11,29,1,12,1047,1,10049,1,0
4014,8990,1,2026-10-28,29,1,9,1026,1,10050,1,0
4015,8995,1,2023-06-05,29,1,10,1032,1,10054,1,0
4016,8997,1,2022-11-29,29,1,12,1043,1,10055,1,0
4017,8998,1,2025-01-17,29,4,17,1093,4,10057,1,0
4018,8999,1,2022-09-16,29,8,21,1123,8,10059,1,0
4019,9002,1,2024-02-09,29,1,7,1014,1,10063,1,0
4020,9004,1,2025-03-12,29,2,14,1068,2,10064,1,0
4021,9008,1,2025-02-02,29,4,17,1094,4,10069,1,0
4022,9015,1,2025-10-22,29,3,15,1075,3,10077,1,0
4023,9016,2,2023-10-24,29,2,13,1056,2,10078,1,0
4024,9020,1,2022-09-03,29,1,10,1031,1,10083,1,0
4025,9021,1,2022-01-17,29,5,18,1097,5,10086,1,0
4026,9022,1,2025-09-28,29,1,10,1029,1,10087,1,0
4027,9031,1,2024-09-30,29,2,13,1053,2,10092,1,0
4028,9033,1,2026-05-16,29,1,10,1031,1,10096,1,0
4029,9034,1,2024-08-13,29,1,9,1023,1,10098,1,0
4030,9035,1,2026-01-09,29,2,13,1061,2,10100,1,0
4031,9039,1,2025-06-30,29,3,15,1074,3,10103,1,0
4032,9040,1,2021-05-31,29,2,13,1053,2,10105,1,0
4033,9044,1,2026-09-04,29,1,9,1024,1,10110,1,0
4034,9049,1,2026-11-27,29,1,7,1011,1,10115,1,0
4035,9050,2,2026-04-04,29,1,12,1044,1,10117,1,0
4036,9052,2,2023-04-16,29,2,13,1060,2,10119,1,0
4037,9053,1,2022-06-04,29,5,18,1101,5,10122,1,0
4038,9055,1,2023-11-12,29,1,11,1042,1,10123,1,0
4039,9057,1,2026-06-22,29,1,10,1030,1,10126,1,0
4040,9059,1,2024-12-14,29,5,18,1103,5,10129,1,0
4041,9060,1,2025-07-09,29,5,18,1099,5,10130,1,0
4042,9062,1,2021-05-01,29,1,9,1026,1,10133,1,0
4043,9064,1,2025-10-04,29,1,6,1001,1,10136,1,0
4044,9066,1,2025-06-18,29,7,20,1117,7,10138,1,0
4045,9068,1,2024-08-31,29,1,11,1039,1,10140,1,0
4046,9071,1,2022-11-23,29,3,15,1082,3,10144,1,0
4047,9074,1,2025-07-26,29,4,17,1092,4,10146,1,0
4048,9075,1,2025-01-08,29,1,11,1036,1,10148,1,0
4049,9076,1,2023-11-19,29,1,10,1034,1,10150,1,0
4050,9077,2,2023-03-22,29,7,20,1113,7,10151,1,0
4051,9082,1,2023-06-13,29,1,8,1021,1,10157,1,0
4052,9084,1,2026-04-18,29,1,11,1040,1,10160,1,0
4053,9085,1,2023-11-30,29,1,8,1016,1,10161,1,0
4054,9087,1,2024-01-31,29,1,8,1019,1,10162,1,0
4055,9088,1,2026-02-02,29,1,8,1021,1,10164,1,0
4056,9089,1,2026-02-19,29,5,18,1101,5,10165,1,0
4057,9093,1,2022-07-14,29,2,13,1058,2,10168,1,0
4058,9094,1,2022-04-30,29,1,12,1046,1,10169,1,0
4059,9096,2,2024-02-09,29,2,14,1066,2,10174,1,0
4060,9097,1,2025-02-08,29,3,16,1090,3,10175,1,0
4061,9099,1,2026-04-15,29,5,18,1098,5,10176,1,0
4062,9100,1,2023-03-07,29,4,17,1093,4,10179,1,0
4063,9101,1,2023-09-22,29,1,10,1029,1,10180,1,0
4064,9102,1,2021-04-23,29,5,18,1099,5,10183,1,0
4065,9104,1,2027-01-20,29,8,21,1129,8,10185,1,0
4066,9111,1,2024-05-19,29,5,18,1100,5,10191,1,0
4067,9119,1,2026-01-14,29,7,20,1115,7,10203,1,0
4068,9122,1,2026-04-29,29,5,18,1102,5,10205,1,0
4069,9126,1,2025-02-08,29,1,11,1039,1,10208,1,0
4070,9131,1,2025-08-21,29,7,20,1117,7,10210,1,0
4071,9135,1,2026-04-10,29,7,20,1118,7,10215,1,0
4072,9136,1,2023-09-17,29,1,8,1017,1,10216,1,0
4073,9137,2,2025-04-23,29,1,11,1040,1,10218,1,0
4074,9140,1,2025-03-11,29,3,16,1084,3,10219,1,0
4075,9141,1,2024-09-24,29,4,17,1095,4,10220,1,0
4076,9145,1,2026-07-26,29,1,7,1014,1,10223,1,0
4077,9147,1,2022-06-25,29,4,17,1092,4,10225,1,0
4078,9148,1,2026-05-11,29,1,8,1017,1,10226,1,0
4079,9149,1,2021-05-27,29,1,9,1025,1,10227,1,0
4080,9150,1,2022-10-11,29,1,7,1011,1,10228,1,0
4081,9151,1,2021-05-09,29,1,7,1011,1,10229,1,0
4082,9153,1,2025-08-03,29,1,7,1015,1,10230,1,0
4083,9163,1,2021-08-28,29,5,18,1099,5,10241,1,0
4084,9165,1,2025-02-09,29,2,14,1063,2,10243,1,0
4085,9166,1,2021-05-14,29,1,9,1024,1,10244,1,0
4086,9168,1,2025-01-02,29,5,18,1098,5,10248,1,0
4087,9171,1,2026-11-02,29,1,12,1044,1,10252,1,0
4088,9172,1,2023-03-08,29,6,19,1105,6,10253,1,0
4089,9174,1,2026-10-14,29,1,9,1025,1,10255,1,0
4090,9179,1,2025-05-13,29,3,16,1083,3,10260,1,0
4091,9181,1,2025-11-17,29,3,16,1087,3,10263,1,0
4092,9183,1,2023-07-01,29,3,16,1090,3,10267,1,0
4093,9184,1,2022-03-31,29,7,20,1117,7,10269,1,0
4094,9185,1,2026-01-23,29,1,11,1040,1,10272,1,0
4095,9186,1,2027-01-15,29,6,19,1106,6,10273,1,0
4096,9189,2,2023-08-13,29,2,14,1063,2,10276,1,0
4097,9190,1,2026-07-28,29,1,8,1020,1,10277,1,0
4098,9191,1,2023-09-11,29,1,8,1021,1,10278,1,0
4099,9195,1,2026-01-17,29,2,14,1067,2,10284,1,0
4100,9196,1,2027-01-08,29,1,11,1037,1,10285,1,0
4101,9197,1,2024-03-08,29,2,13,1059,2,10286,1,0
4102,9203,2,2025-06-19,29,8,21,1129,8,10294,1,0
4103,9207,1,2023-12-24,29,1,9,1022,1,10298,1,0
4104,9214,2,2023-04-07,29,1,7,1011,1,10301,1,0
4105,9215,1,2025-06-27,29,1,9,1023,1,10303,1,0
4106,9216,1,2022-09-05,29,1,10,1032,1,10304,1,0
4107,9217,1,2022-02-13,29,4,17,1092,4,10306,1,0
4108,9222,1,2022-06-03,29,3,15,1074,3,10312,1,0
4109,9226,1,2021-04-22,29,5,18,1097,5,10315,1,0
4110,9227,1,2021-10-19,29,1,6,1001,1,10316,1,0
4111,9228,1,2023-11-14,29,8,21,1120,8,10317,1,0
4112,9230,2,2026-05-12,29,1,7,1015,1,10320,1,0
4113,9231,2,2024-03-21,29,5,18,1103,5,10323,1,0
4114,9235,1,2026-09-29,29,1,11,1036,1,10326,1,0
4115,9237,1,2025-05-02,29,5,18,1102,5,10329,1,0
4116,9240,1,2021-08-23,29,3,16,1089,3,10334,1,0
4117,9241,1,2021-12-18,29,7,20,1115,7,10337,1,0
4118,9243,1,2024-04-29,29,1,8,1021,1,10338,1,0
4119,9244,2,2025-12-22,29,8,21,1125,8,10339,1,0
4120,9245,1,2024-10-05,29,2,14,1069,2,10340,1,0
4121,9247,1,2026-12-30,29,1,7,1010,1,10343,1,0
4122,9250,1,2022-12-06,29,3,15,1076,3,10345,1,0
4123,9251,1,2023-10-04,29,5,18,1104,5,10346,1,0
4124,9253,1,2025-07-21,29,1,7,1015,1,10349,1,0
4125,9256,1,2021-07-09,29,7,20,1113,7,10353,1,0
4126,9257,2,2025-07-19,29,8,21,1125,8,10354,1,0
4127,9259,1,2023-11-13,29,1,11,1035,1,10355,1,0
4128,9261,1,2022-08-10,29,1,10,1034,1,10357,1,0
4129,9262,1,2022-02-08,29,7,20,1119,7,10359,1,0
4130,9263,1,2021-06-14,29,5,18,1101,5,10361,1,0
4131,9265,1,2026-07-20,29,5,18,1099,5,10363,1,0
4132,9267,1,2026-03-11,29,5,18,1099,5,10365,1,0
4133,9273,1,2024-04-05,29,1,12,1047,1,10369,1,0
4134,9274,1,2021-04-14,29,3,16,1085,3,10371,1,0
4135,9276,1,2022-01-15,29,1,11,1038,1,10373,1,0
4136,9278,1,2023-03-02,29,4,17,1092,4,10375,1,0
4137,9279,1,2021-05-02,29,1,11,1035,1,10376,1,0
4138,9280,1,2021-10-08,29,7,20,1118,7,10378,1,0
4139,9282,1,2027-02-03,29,1,6,1004,1,10380,1,0
4140,9288,1,2022-03-23,29,5,18,1097,5,10384,1,0
4141,9291,1,2021-11-28,29,1,9,1027,1,10387,1,0
4142,9292,1,2022-02-09,29,3,16,1088,3,10389,1,0
4143,9294,1,2021-03-31,29,1,12,1048,1,10392,1,0
4144,9295,1,2023-01-13,29,1,11,1039,1,10393,1,0
4145,9303,1,2025-11-07,29,1,7,1014,1,10403,1,0
4146,9308,1,2025-08-23,29,1,9,1026,1,10407,1,0
4147,9310,1,2023-01-02,29,3,15,1079,3,10410,1,0
4148,9312,1,2024-12-19,29,1,9,1028,1,10414,1,0
4149,9313,2,2023-01-28,29,1,7,1010,1,10416,1,0
4150,9321,1,2023-03-19,29,2,14,1068,2,10421,1,0
4151,9328,1,2026-07-08,29,8,21,1126,8,10426,1,0
4152,9331,1,2024-12-30,29,5,18,1100,5,10429,1,0
4153,9332,1,2026-08-30,29,2,13,1054,2,10430,1,0
4154,9333,1,2022-05-20,29,7,20,1119,7,10432,1,0
4155,9337,1,2026-03-16,29,1,9,1024,1,10434,1,0
4156,9341,1,2023-01-14,29,1,9,1023,1,10438,1,0
4157,9346,1,2026-11-13,29,2,14,1070,2,10443,1,0
4158,9348,2,2021-08-17,29,2,13,1062,2,10445,1,0
4159,9354,2,2024-10-21,29,1,6,1006,1,10449,1,0
4160,9355,1,2025-08-28,29,5,18,1104,5,10451,1,0
4161,9358,1,2021-05-17,29,8,21,1124,8,10454,1,0
4162,9359,1,2024-04-11,29,2,14,1063,2,10455,1,0
4163,9360,1,2024-07-19,29,2,13,1059,2,10456,1,0
4164,9363,2,2024-10-23,29,1,9,1025,1,10457,1,0
4165,9365,1,2026-12-10,29,1,11,1035,1,10462,1,0
4166,9366,1,2022-02-07,29,3,15,1078,3,10463,1,0
4167,9367,1,2022-01-19,29,8,21,1126,8,10464,1,0
4168,9374,1,2026-01-15,29,2,13,1053,2,10470,1,0
4169,9375,1,2026-07-02,29,1,9,1026,1,10471,1,0
4170,9377,1,2026-12-09,29,1,8,1017,1,10472,1,0
4171,9381,1,2025-01-25,29,1,9,1026,1,10475,1,0
4172,9384,1,2026-10-22,29,5,18,1098,5,10478,1,0
4173,9385,1,2023-10-17,29,6,19,1107,6,10479,1,0
4174,9386,1,2027-01-08,29,1,9,1025,1,10480,1,0
4175,9387,2,2022-08-28,29,7,20,1114,7,10481,1,0
4176,9391,2,2024-10-03,29,4,17,1091,4,10487,1,0
4177,9396,1,2025-08-10,29,1,10,1031,1,10493,1,0
4178,9397,1,2025-01-11,29,7,20,1116,7,10494,1,0
4179,9399,1,2022-09-05,29,1,12,1046,1,10496,1,0
4180,9401,1,2025-04-13,29,1,6,1004,1,10497,1,0
4181,9402,1,2021-09-30,29,6,19,1105,6,10498,1,0
4182,9405,1,2023-04-03,29,4,17,1091,4,10500,1,0
4183,9407,1,2023-07-13,29,1,8,1016,1,10503,1,0
4184,9409,1,2023-06-20,29,1,11,1040,1,10504,1,0
4185,9410,1,2022-07-26,29,1,6,1009,1,10506,1,0
4186,9417,1,2026-08-31,29,2,13,1054,2,10513,1,0
4187,9418,1,2022-06-21,29,1,6,1009,1,10515,1,0
4188,9419,1,2024-03-25,29,4,17,1095,4,10516,1,0
4189,9425,1,2022-10-11,29,1,10,1033,1,10523,1,0
4190,9426,1,2021-08-28,29,3,15,1075,3,10525,1,0
4191,9427,1,2022-01-09,29,8,21,1124,8,10527,1,0
4192,9429,2,2027-02-27,29,3,16,1085,3,10530,1,0
4193,9431,1,2026-08-26,29,4,17,1093,4,10531,1,0
4194,9432,1,2024-08-07,29,1,7,1014,1,10532,1,0
4195,9437,1,2021-11-29,29,8,21,1123,8,10539,1,0
4196,9438,1,2023-02-19,29,5,18,1100,5,10541,1,0
4197,9441,1,2022-03-09,29,8,21,1129,8,10542,1,0
4198,9446,1,2022-08-12,29,1,6,1004,1,10544,1,0
4199,9447,1,2024-05-10,29,4,17,1095,4,10546,1,0
4200,9449,2,2023-01-29,29,6,19,1106,6,10549,1,0
4201,9450,1,2024-04-03,29,5,18,1101,5,10550,1,0
4202,9454,1,2021-12-03,29,7,20,1115,7,10553,1,0
4203,9455,1,2024-12-15,29,2,13,1058,2,10554,1,0
4204,9457,1,2025-03-09,29,3,16,1083,3,10555,1,0
4205,9458,2,2023-12-04,29,1,10,1031,1,10556,1,0
4206,9461,1,2024-02-04,29,1,6,1004,1,10561,1,0
4207,9464,2,2024-04-03,29,1,7,1014,1,10564,1,0
4208,9467,1,2024-09-28,29,2,14,1072,2,10569,1,0
4209,9469,1,2025-11-11,29,5,18,1102,5,10571,1,0
4210,9471,1,2023-11-07,29,2,13,1060,2,10572,1,0
4211,9472,1,2023-11-18,29,6,19,1111,6,10574,1,0
4212,9473,1,2022-12-16,29,2,14,1063,2,10576,1,0
4213,9479,1,2024-09-13,29,3,15,1076,3,10580,1,0
4214,9481,1,2025-11-23,29,1,12,1046,1,10581,1,0
4215,9484,1,2024-05-29,29,1,7,1012,1,10583,1,0
4216,9496,2,2024-04-12,29,3,15,1078,3,10589,1,0
4217,9497,1,2023-09-04,29,2,14,1067,2,10591,1,0
4218,9500,1,2022-05-12,29,1,6,1001,1,10598,1,0
4219,9501,1,2026-06-09,29,8,21,1123,8,10599,1,0
4220,9504,1,2024-10-11,29,3,16,1087,3,10603,1,0
4221,9508,1,2024-09-20,29,1,11,1040,1,10606,1,0
4222,9509,1,2023-04-02,29,6,19,1107,6,10607,1,0
4223,9510,1,2024-06-07,29,1,9,1023,1,10608,1,0
4224,9511,1,2023-02-21,29,1,11,1035,1,10611,1,0
4225,9513,1,2026-10-30,29,4,17,1096,4,10613,1,0
4226,9515,1,2022-03-22,29,8,21,1124,8,10615,1,0
4227,9517,1,2026-06-04,29,3,16,1089,3,10619,1,0
4228,9518,1,2024-02-05,29,1,6,1006,1,10620,1,0
4229,9519,1,2026-04-08,29,1,11,1038,1,10621,1,0
4230,9521,1,2026-02-10,29,1,12,1045,1,10624,1,0
4231,9523,1,2023-03-26,29,6,19,1105,6,10629,1,0
4232,9524,1,2025-01-29,29,7,20,1118,7,10630,1,0
4233,9525,1,2024-12-11,29,2,13,1062,2,10631,1,0
4234,9526,1,2024-07-25,29,7,20,1112,7,10633,1,0
4235,9527,1,2024-09-08,29,2,13,1057,2,10635,1,0
4236,9528,1,2026-02-19,29,1,7,1015,1,10637,1,0
4237,9530,1,2026-08-13,29,1,7,1013,1,10639,1,0
4238,9531,1,2023-06-02,29,1,6,1003,1,10640,1,0
4239,9536,1,2022-10-11,29,4,17,1091,4,10642,1,0
4240,9539,1,2021-06-07,29,8,21,1120,8,10645,1,0
4241,9540,1,2026-10-12,29,8,21,1127,8,10646,1,0
4242,9545,1,2025-12-16,29,1,9,1025,1,10649,1,0
4243,9547,1,2025-01-25,29,3,15,1082,3,10652,1,0
4244,9548,1,2023-12-27,29,1,8,1017,1,10653,1,0
4245,9550,1,2026-02-07,29,1,12,1050,1,10656,1,0
4246,9552,2,2024-05-15,29,5,18,1101,5,10657,1,0
4247,9553,1,2023-09-30,29,7,20,1118,7,10659,1,0
4248,9554,1,2023-09-30,29,2,14,1069,2,10661,1,0
4249,9556,2,2026-02-24,29,4,17,1096,4,10663,1,0
4250,9557,2,2023-09-17,29,4,17,1095,4,10664,1,0
4251,9566,2,2024-07-07,29,4,17,1094,4,10673,1,0
4252,9567,1,2024-02-27,29,2,13,1060,2,10674,1,0
4253,9569,1,2023-03-11,29,2,13,1059,2,10676,1,0
4254,9570,1,2023-09-11,29,2,14,1068,2,10677,1,0
4255,9572,1,2024-05-09,29,1,10,1031,1,10678,1,0
4256,9575,1,2023-04-30,29,1,6,1009,1,10680,1,0
4257,9576,1,2021-06-20,29,2,14,1063,2,10681,1,0
4258,9578,1,2025-01-30,29,7,20,1116,7,10684,1,0
4259,9579,2,2022-01-16,29,6,19,1105,6,10686,1,0
4260,9584,1,2022-12-02,29,6,19,1106,6,10691,1,0
4261,9590,1,2021-04-14,29,7,20,1119,7,10694,1,0
4262,9594,1,2025-09-16,29,4,17,1091,4,10695,1,0
4263,9600,1,2022-12-03,29,6,19,1110,6,10704,1,0
4264,9602,1,2026-02-18,29,1,9,1027,1,10707,1,0
4265,9609,1,2026-05-25,29,3,15,1076,3,10714,1,0
4266,9611,1,2025-05-29,29,2,14,1067,2,10715,1,0
4267,9612,1,2026-05-04,29,5,18,1103,5,10717,1,0
4268,9615,1,2026-06-22,29,6,19,1110,6,10720,1,0
4269,9616,1,2024-08-11,29,1,12,1043,1,10721,1,0
4270,9617,1,2021-07-14,29,7,20,1116,7,10722,1,0
4271,9619,1,2025-12-13,29,7,20,1115,7,10724,1,0
4272,9621,1,2027-01-26,29,8,21,1127,8,10725,1,0
4273,9622,1,2024-05-15,29,3,15,1076,3,10726,1,0
4274,9623,1,2021-11-30,29,4,17,1095,4,10728,1,0
4275,9626,2,2021-11-10,29,3,15,1077,3,10730,1,0
4276,9632,1,2025-10-30,29,3,16,1089,3,10736,1,0
4277,9633,2,2026-04-23,29,3,16,1083,3,10737,1,0
4278,9634,1,2022-08-02,29,3,16,1089,3,10739,1,0
4279,9637,1,2024-03-17,29,6,19,1106,6,10742,1,0
4280,9638,1,2025-12-24,29,1,9,1023,1,10743,1,0
4281,9639,1,2023-04-01,29,4,17,1095,4,10744,1,0
4282,9642,1,2022-09-27,29,1,11,1037,1,10747,1,0
4283,9645,1,2022-04-12,29,8,21,1125,8,10753,1,0
4284,9646,1,2021-11-03,29,6,19,1110,6,10755,1,0
4285,9647,1,2022-11-15,29,2,13,1054,2,10756,1,0
4286,9648,1,2027-02-18,29,1,7,1013,1,10757,1,0
4287,9651,1,2024-01-31,29,1,11,1041,1,10759,1,0
4288,9652,1,2024-06-03,29,1,11,1042,1,10761,1,0
4289,9655,1,2022-04-11,29,6,19,1105,6,10768,1,0
4290,9657,1,2025-08-31,29,7,20,1113,7,10770,1,0
4291,9666,1,2024-12-08,29,4,17,1093,4,10783,1,0
4292,9670,1,2024-11-14,29,1,9,1025,1,10787,1,0
4293,9676,1,2021-11-29,29,7,20,1116,7,10793,1,0
4294,9677,1,2023-04-25,29,5,18,1101,5,10794,1,0
4295,9679,2,2022-01-01,29,4,17,1094,4,10797,1,0
4296,9688,1,2025-05-01,29,2,14,1064,2,10805,1,0
4297,9689,2,2023-11-04,29,7,20,1118,7,10806,1,0
4298,9690,2,2022-06-28,29,8,21,1121,8,10807,1,0
4299,9694,1,2026-03-02,29,2,13,1058,2,10810,1,0
4300,9695,1,2021-08-28,29,2,14,1072,2,10811,1,0
4301,9700,1,2024-11-22,29,1,8,1016,1,10816,1,0
4302,9704,1,2024-05-16,29,2,13,1055,2,10823,1,0
4303,9706,1,2021-12-06,29,1,9,1026,1,10824,1,0
4304,9707,1,2024-05-14,29,7,20,1114,7,10825,1,0
4305,9708,1,2025-09-11,29,1,7,1012,1,10826,1,0
4306,9710,1,2027-01-04,29,8,21,1128,8,10828,1,0
4307,9711,1,2021-11-24,29,1,10,1033,1,10830,1,0
4308,9712,1,2025-05-01,29,1,12,1046,1,10832,1,0
4309,9719,1,2026-03-05,29,1,11,1035,1,10838,1,0
4310,9720,1,2024-02-25,29,1,6,1004,1,10839,1,0
4311,9721,1,2026-11-08,29,3,15,1077,3,10842,1,0
4312,9722,1,2024-01-13,29,5,18,1098,5,10845,1,0
4313,9723,1,2024-08-28,29,5,18,1098,5,10846,1,0
4314,9727,1,2026-08-18,29,7,20,1115,7,10853,1,0
4315,9732,1,2026-05-02,29,8,21,1128,8,10859,1,0
4316,9733,2,2025-03-20,29,4,17,1096,4,10861,1,0
4317,9735,1,2022-11-29,29,1,6,1006,1,10863,1,0
4318,9736,1,2022-05-14,29,1,8,1018,1,10865,1,0
4319,9737,1,2021-04-16,29,2,13,1061,2,10868,1,0
4320,9738,2,2024-02-08,29,6,19,1108,6,10870,1,0
4321,9741,1,2022-11-09,29,6,19,1111,6,10876,1,0
4322,9742,1,2026-01-07,29,3,16,1089,3,10877,1,0
4323,9743,2,2026-09-07,29,1,6,1005,1,10878,1,0
4324,9744,1,2026-11-29,29,8,21,1121,8,10880,1,0
4325,9745,1,2022-04-10,29,3,16,1083,3,10881,1,0
4326,9748,1,2021-12-17,29,7,20,1117,7,10883,1,0
4327,9749,1,2026-09-09,29,3,15,1075,3,10884,1,0
4328,9752,1,2025-07-15,29,2,13,1057,2,10886,1,0
4329,9755,2,2024-09-30,29,6,19,1106,6,10887,1,0
4330,9756,1,2023-12-24,29,5,18,1100,5,10890,1,0
4331,9757,1,2025-02-14,29,1,7,1012,1,10891,1,0
4332,9758,1,2022-01-10,29,2,13,1059,2,10892,1,0
4333,9759,1,2024-11-11,29,3,15,1081,3,10894,1,0
4334,9760,1,2021-10-07,29,2,13,1061,2,10895,1,0
4335,9763,1,2023-01-03,29,3,16,1088,3,10897,1,0
4336,9764,1,2025-09-13,29,1,7,1011,1,10900,1,0
4337,9765,1,2025-02-20,29,1,6,1002,1,10903,1,0
4338,9768,1,2026-04-14,29,5,18,1100,5,10907,1,0
4339,9769,1,2026-01-31,29,2,14,1065,2,10909,1,0
