CSID,CaseMasterID,csdate,cstype,PolicePersonID
2209,3157,2027-09-18 00:00:00,C,1078
2210,3158,2023-06-15 00:00:00,C,1114
2211,3159,2022-05-18 00:00:00,A,1003
2212,3162,2026-07-19 00:00:00,A,1116
2213,3163,2027-04-04 00:00:00,A,1057
2214,3164,2023-09-01 00:00:00,C,1064
2215,3165,2023-10-15 00:00:00,C,1109
2216,3169,2024-09-07 00:00:00,A,1099
2217,3170,2023-09-05 00:00:00,A,1114
2218,3171,2025-07-12 00:00:00,A,1018
2219,3172,2021-07-14 00:00:00,A,1081
2220,3173,2023-11-04 00:00:00,C,1093
2221,3174,2024-02-08 00:00:00,A,1031
2222,3175,2022-07-10 00:00:00,A,1110
2223,3176,2022-10-10 00:00:00,B,1017
2224,3177,2026-07-19 00:00:00,A,1022
2225,3178,2022-02-13 00:00:00,A,1120
2226,3179,2024-12-13 00:00:00,C,1067
2227,3180,2023-03-17 00:00:00,A,1001
2228,3181,2027-04-19 00:00:00,C,1044
2229,3184,2026-05-11 00:00:00,A,1075
2230,3185,2026-05-02 00:00:00,A,1127
2231,3186,2027-03-10 00:00:00,A,1104
2232,3188,2022-01-02 00:00:00,C,1037
2233,3189,2025-10-15 00:00:00,A,1105
2234,3190,2026-05-21 00:00:00,A,1041
2235,3191,2027-06-10 00:00:00,C,1053
2236,3192,2024-01-26 00:00:00,A,1023
2237,3193,2025-07-27 00:00:00,A,1041
2238,3194,2023-05-20 00:00:00,A,1002
2239,3195,2023-02-25 00:00:00,A,1102
2240,3196,2023-03-21 00:00:00,C,1062
2241,3198,2024-05-21 00:00:00,C,1113
2242,3199,2022-06-04 00:00:00,C,1019
2243,3201,2022-05-30 00:00:00,B,1014
2244,3206,2022-10-08 00:00:00,C,1129
2245,3207,2024-01-25 00:00:00,A,1117
2246,3208,2021-10-04 00:00:00,A,1125
2247,3209,2026-01-31 00:00:00,A,1041
2248,3210,2026-03-16 00:00:00,A,1017
2249,3211,2026-04-11 00:00:00,C,1078
2250,3212,2024-09-21 00:00:00,C,1118
2251,3213,2027-02-03 00:00:00,A,1070
2252,3215,2023-01-09 00:00:00,A,1084
2253,3217,2021-08-10 00:00:00,A,1089
2254,3218,2023-03-09 00:00:00,C,1055
2255,3219,2024-08-14 00:00:00,A,1076
2256,3221,2022-11-04 00:00:00,A,1108
2257,3223,2023-06-03 00:00:00,A,1028
2258,3226,2027-04-08 00:00:00,A,1052
2259,3227,2024-04-21 00:00:00,A,1088
2260,3228,2024-08-22 00:00:00,C,1074
2261,3230,2023-06-07 00:00:00,A,1040
2262,3231,2026-05-08 00:00:00,A,1003
2263,3232,2025-10-13 00:00:00,C,1013
2264,3236,2023-08-12 00:00:00,A,1096
2265,3239,2022-03-15 00:00:00,A,1019
2266,3240,2021-10-24 00:00:00,A,1103
2267,3242,2026-07-29 00:00:00,C,1055
2268,3243,2023-12-01 00:00:00,A,1100
2269,3244,2023-01-28 00:00:00,A,1039
2270,3247,2027-06-07 00:00:00,C,1071
2271,3249,2023-04-21 00:00:00,C,1019
2272,3250,2024-06-25 00:00:00,C,1069
2273,3251,2025-08-12 00:00:00,A,1125
2274,3252,2021-10-04 00:00:00,A,1126
2275,3253,2022-09-01 00:00:00,A,1125
2276,3254,2026-04-04 00:00:00,B,1047
2277,3255,2025-10-14 00:00:00,A,1043
2278,3256,2024-11-10 00:00:00,A,1102
2279,3257,2027-05-11 00:00:00,A,1025
2280,3258,2027-01-05 00:00:00,A,1072
2281,3259,2022-05-05 00:00:00,C,1114
2282,3261,2024-03-31 00:00:00,A,1038
2283,3262,2023-05-14 00:00:00,A,1111
2284,3263,2022-12-22 00:00:00,A,1064
2285,3264,2021-10-29 00:00:00,C,1064
2286,3266,2025-12-16 00:00:00,A,1019
2287,3267,2026-02-03 00:00:00,C,1116
2288,3268,2025-01-24 00:00:00,C,1107
2289,3269,2024-04-10 00:00:00,C,1005
2290,3270,2023-02-02 00:00:00,A,1077
2291,3271,2021-12-01 00:00:00,A,1093
2292,3272,2025-01-06 00:00:00,C,1005
2293,3273,2024-02-02 00:00:00,A,1027
2294,3274,2022-04-25 00:00:00,C,1107
2295,3275,2026-02-04 00:00:00,B,1081
2296,3278,2024-08-02 00:00:00,C,1121
2297,3280,2024-10-01 00:00:00,A,1086
2298,3281,2023-02-02 00:00:00,A,1087
2299,3282,2022-05-13 00:00:00,C,1024
2300,3283,2024-12-20 00:00:00,A,1055
2301,3285,2026-11-07 00:00:00,C,1066
2302,3288,2026-07-19 00:00:00,C,1019
2303,3291,2022-05-24 00:00:00,A,1033
2304,3292,2023-05-17 00:00:00,B,1007
2305,3294,2022-02-15 00:00:00,C,1020
2306,3295,2026-04-15 00:00:00,C,1070
2307,3296,2027-04-15 00:00:00,C,1073
2308,3297,2026-01-31 00:00:00,B,1041
2309,3298,2026-06-19 00:00:00,A,1098
2310,3299,2024-12-21 00:00:00,A,1019
2311,3300,2022-05-07 00:00:00,C,1113
2312,3301,2024-12-23 00:00:00,A,1007
2313,3302,2025-05-06 00:00:00,A,1099
2314,3303,2024-02-10 00:00:00,A,1055
2315,3304,2022-04-30 00:00:00,A,1083
2316,3305,2022-09-08 00:00:00,C,1115
2317,3306,2021-08-07 00:00:00,B,1040
2318,3307,2024-02-06 00:00:00,A,1067
2319,3308,2024-10-27 00:00:00,A,1007
2320,3309,2021-11-27 00:00:00,A,1075
2321,3310,2024-11-26 00:00:00,A,1018
2322,3312,2024-03-06 00:00:00,A,1015
2323,3313,2024-08-01 00:00:00,A,1101
2324,3315,2025-02-01 00:00:00,A,1032
2325,3318,2026-03-31 00:00:00,C,1032
2326,3320,2023-07-11 00:00:00,A,1079
2327,3321,2021-11-13 00:00:00,A,1069
2328,3322,2023-08-09 00:00:00,A,1089
2329,3323,2026-04-07 00:00:00,C,1019
2330,3326,2021-05-15 00:00:00,C,1124
2331,3327,2023-12-21 00:00:00,A,1017
2332,3328,2024-12-13 00:00:00,C,1101
2333,3329,2023-02-14 00:00:00,A,1086
2334,3331,2023-07-18 00:00:00,A,1002
2335,3332,2026-09-05 00:00:00,A,1069
2336,3334,2024-03-13 00:00:00,C,1077
2337,3335,2021-04-10 00:00:00,A,1010
2338,3337,2022-09-28 00:00:00,C,1018
2339,3338,2024-03-28 00:00:00,A,1041
2340,3341,2022-08-31 00:00:00,C,1079
2341,3343,2022-07-10 00:00:00,A,1013
2342,3344,2026-05-13 00:00:00,A,1069
2343,3347,2024-12-23 00:00:00,A,1033
2344,3354,2025-04-01 00:00:00,C,1001
2345,3355,2021-10-06 00:00:00,A,1105
2346,3356,2025-04-17 00:00:00,A,1005
2347,3357,2022-04-14 00:00:00,A,1012
2348,3358,2026-08-23 00:00:00,B,1010
2349,3359,2024-04-22 00:00:00,A,1079
2350,3360,2025-03-28 00:00:00,B,1068
2351,3361,2023-08-28 00:00:00,C,1031
2352,3362,2027-01-17 00:00:00,A,1059
2353,3364,2025-03-23 00:00:00,C,1123
2354,3365,2024-11-19 00:00:00,C,1040
2355,3366,2026-08-05 00:00:00,A,1034
2356,3367,2025-06-06 00:00:00,C,1126
2357,3368,2026-03-14 00:00:00,C,1080
2358,3369,2023-04-06 00:00:00,A,1054
2359,3370,2025-01-16 00:00:00,A,1100
2360,3371,2023-01-10 00:00:00,A,1114
2361,3372,2025-01-06 00:00:00,A,1049
2362,3373,2026-06-01 00:00:00,A,1122
2363,3375,2025-01-29 00:00:00,A,1089
2364,3376,2024-02-13 00:00:00,C,1015
2365,3377,2025-11-04 00:00:00,A,1113
2366,3378,2024-09-13 00:00:00,C,1052
2367,3379,2024-06-27 00:00:00,A,1063
2368,3380,2025-02-03 00:00:00,A,1065
2369,3382,2021-12-12 00:00:00,A,1019
2370,3383,2022-09-09 00:00:00,A,1031
2371,3387,2024-12-09 00:00:00,A,1055
2372,3388,2022-07-20 00:00:00,A,1022
2373,3389,2024-10-07 00:00:00,A,1034
2374,3392,2024-07-04 00:00:00,C,1015
2375,3393,2024-11-15 00:00:00,A,1010
2376,3400,2026-01-11 00:00:00,C,1083
2377,3401,2022-07-05 00:00:00,C,1076
2378,3403,2021-09-22 00:00:00,A,1114
2379,3404,2026-01-30 00:00:00,A,1075
2380,3406,2027-02-28 00:00:00,C,1114
2381,3409,2021-08-21 00:00:00,A,1029
2382,3410,2021-09-05 00:00:00,A,1103
2383,3411,2025-08-30 00:00:00,C,1008
2384,3412,2021-12-08 00:00:00,A,1073
2385,3415,2021-05-24 00:00:00,C,1069
2386,3417,2022-10-12 00:00:00,A,1023
2387,3418,2023-11-16 00:00:00,A,1035
2388,3419,2027-07-14 00:00:00,A,1015
2389,3421,2027-03-27 00:00:00,A,1048
2390,3422,2021-11-26 00:00:00,C,1030
2391,3423,2025-11-18 00:00:00,A,1048
2392,3424,2022-03-11 00:00:00,A,1109
2393,3425,2026-12-08 00:00:00,A,1013
2394,3427,2021-11-27 00:00:00,B,1038
2395,3429,2021-08-24 00:00:00,A,1047
2396,3430,2021-11-04 00:00:00,C,1072
2397,3431,2027-07-16 00:00:00,A,1011
2398,3432,2022-06-08 00:00:00,C,1106
2399,3433,2025-12-08 00:00:00,A,1109
2400,3435,2027-01-22 00:00:00,A,1069
2401,3436,2022-03-24 00:00:00,B,1110
2402,3437,2027-03-23 00:00:00,C,1015
2403,3439,2024-05-07 00:00:00,A,1069
2404,3441,2022-10-06 00:00:00,A,1048
2405,3442,2027-05-07 00:00:00,A,1070
2406,3443,2023-10-13 00:00:00,A,1036
2407,3444,2024-02-06 00:00:00,A,1005
2408,3446,2026-12-25 00:00:00,A,1114
2409,3447,2022-06-28 00:00:00,A,1059
2410,3450,2024-06-11 00:00:00,C,1063
2411,3451,2021-08-30 00:00:00,A,1026
2412,3452,2025-10-20 00:00:00,B,1014
2413,3455,2025-11-07 00:00:00,C,1084
2414,3457,2026-03-06 00:00:00,C,1032
2415,3458,2024-04-09 00:00:00,A,1099
2416,3460,2022-02-21 00:00:00,A,1041
2417,3461,2021-10-09 00:00:00,A,1105
2418,3462,2022-03-07 00:00:00,A,1105
2419,3463,2026-01-31 00:00:00,A,1005
2420,3464,2022-03-16 00:00:00,A,1110
2421,3466,2023-05-16 00:00:00,A,1038
2422,3468,2024-11-15 00:00:00,C,1123
2423,3470,2027-08-13 00:00:00,A,1037
2424,3471,2021-07-28 00:00:00,A,1087
2425,3472,2023-02-16 00:00:00,B,1025
2426,3475,2022-05-28 00:00:00,A,1025
2427,3476,2025-07-06 00:00:00,A,1066
2428,3477,2022-12-23 00:00:00,A,1076
2429,3478,2027-06-26 00:00:00,A,1064
2430,3480,2026-09-28 00:00:00,C,1013
2431,3481,2022-06-11 00:00:00,A,1091
2432,3484,2024-03-08 00:00:00,A,1033
2433,3485,2026-10-07 00:00:00,C,1072
2434,3488,2022-12-05 00:00:00,A,1029
2435,3489,2024-12-21 00:00:00,A,1045
2436,3490,2027-10-09 00:00:00,A,1110
2437,3491,2027-04-23 00:00:00,B,1087
2438,3492,2021-10-20 00:00:00,A,1057
2439,3493,2027-04-22 00:00:00,A,1064
2440,3494,2025-08-23 00:00:00,A,1028
2441,3495,2024-05-27 00:00:00,B,1042
2442,3496,2024-12-20 00:00:00,C,1001
2443,3498,2022-05-31 00:00:00,A,1034
2444,3499,2025-02-13 00:00:00,A,1112
2445,3500,2021-11-13 00:00:00,A,1123
2446,3502,2024-03-18 00:00:00,A,1069
2447,3503,2025-11-03 00:00:00,A,1129
2448,3504,2021-03-13 00:00:00,A,1056
2449,3505,2024-08-25 00:00:00,A,1077
2450,3506,2024-06-03 00:00:00,C,1007
2451,3507,2021-09-26 00:00:00,B,1109
2452,3508,2025-10-08 00:00:00,A,1075
2453,3511,2022-04-05 00:00:00,A,1065
2454,3512,2025-05-09 00:00:00,C,1082
2455,3513,2022-12-19 00:00:00,C,1112
2456,3514,2023-03-19 00:00:00,C,1049
2457,3515,2027-08-09 00:00:00,A,1010
2458,3517,2023-09-17 00:00:00,A,1035
2459,3519,2022-03-07 00:00:00,C,1003
2460,3520,2022-07-13 00:00:00,A,1067
2461,3521,2021-11-07 00:00:00,A,1056
2462,3522,2025-08-10 00:00:00,A,1042
2463,3525,2027-07-27 00:00:00,A,1115
2464,3526,2027-04-27 00:00:00,A,1010
2465,3527,2023-03-27 00:00:00,A,1031
2466,3528,2022-10-04 00:00:00,B,1012
2467,3530,2027-01-13 00:00:00,A,1038
2468,3531,2023-04-30 00:00:00,A,1088
2469,3532,2027-01-29 00:00:00,C,1083
2470,3533,2026-01-04 00:00:00,A,1091
2471,3534,2022-03-16 00:00:00,C,1121
2472,3535,2025-06-16 00:00:00,A,1078
2473,3536,2021-06-12 00:00:00,A,1104
2474,3538,2026-03-07 00:00:00,A,1065
2475,3539,2027-02-06 00:00:00,A,1018
2476,3542,2022-01-27 00:00:00,B,1013
2477,3543,2024-06-01 00:00:00,A,1004
2478,3544,2027-02-10 00:00:00,A,1028
2479,3545,2024-03-18 00:00:00,B,1088
2480,3546,2024-01-30 00:00:00,C,1076
2481,3547,2022-05-27 00:00:00,A,1097
2482,3548,2024-08-07 00:00:00,A,1096
2483,3549,2026-11-11 00:00:00,A,1055
2484,3550,2024-05-16 00:00:00,C,1022
2485,3551,2026-03-07 00:00:00,A,1052
2486,3552,2024-05-12 00:00:00,A,1059
2487,3553,2026-11-21 00:00:00,B,1081
2488,3554,2025-10-29 00:00:00,C,1089
2489,3557,2027-04-24 00:00:00,C,1122
2490,3558,2024-12-15 00:00:00,A,1025
2491,3559,2026-05-25 00:00:00,A,1027
2492,3561,2024-10-04 00:00:00,C,1084
2493,3562,2023-04-22 00:00:00,C,1095
2494,3563,2023-11-27 00:00:00,C,1027
2495,3565,2022-08-07 00:00:00,A,1103
2496,3566,2025-02-04 00:00:00,C,1032
2497,3567,2022-08-20 00:00:00,A,1078
2498,3569,2026-01-29 00:00:00,C,1012
2499,3570,2021-08-01 00:00:00,C,1036
2500,3571,2026-08-09 00:00:00,A,1016
2501,3573,2024-01-15 00:00:00,B,1059
2502,3574,2021-10-26 00:00:00,A,1117
2503,3576,2026-05-27 00:00:00,A,1014
2504,3577,2024-12-13 00:00:00,A,1005
2505,3578,2026-05-08 00:00:00,A,1116
2506,3580,2024-12-07 00:00:00,A,1083
2507,3581,2022-04-24 00:00:00,A,1055
2508,3582,2023-01-25 00:00:00,A,1008
2509,3583,2023-12-06 00:00:00,A,1123
2510,3584,2024-02-29 00:00:00,B,1062
2511,3585,2024-02-03 00:00:00,C,1126
2512,3587,2025-10-09 00:00:00,C,1023
2513,3588,2025-12-15 00:00:00,A,1119
2514,3590,2023-07-27 00:00:00,A,1079
2515,3592,2023-02-06 00:00:00,C,1120
2516,3594,2022-04-23 00:00:00,A,1076
2517,3596,2022-10-04 00:00:00,B,1003
2518,3597,2023-01-06 00:00:00,B,1084
2519,3598,2027-05-26 00:00:00,A,1063
2520,3599,2022-08-29 00:00:00,A,1047
2521,3600,2027-04-26 00:00:00,C,1077
2522,3601,2024-01-24 00:00:00,A,1100
2523,3602,2027-06-09 00:00:00,C,1034
2524,3603,2025-07-31 00:00:00,A,1093
2525,3604,2025-01-26 00:00:00,C,1040
2526,3606,2025-11-15 00:00:00,A,1070
2527,3607,2024-06-14 00:00:00,B,1089
2528,3608,2027-02-05 00:00:00,A,1074
2529,3610,2023-07-17 00:00:00,A,1119
2530,3611,2023-06-18 00:00:00,A,1074
2531,3612,2023-08-18 00:00:00,A,1118
2532,3613,2026-03-09 00:00:00,A,1099
2533,3614,2022-03-30 00:00:00,A,1019
2534,3615,2025-07-18 00:00:00,A,1029
2535,3616,2027-02-03 00:00:00,A,1032
2536,3617,2025-04-19 00:00:00,A,1065
2537,3618,2026-10-31 00:00:00,A,1041
2538,3619,2025-09-16 00:00:00,A,1031
2539,3620,2025-08-08 00:00:00,C,1027
2540,3621,2025-07-30 00:00:00,A,1023
2541,3622,2022-08-08 00:00:00,A,1102
2542,3623,2021-06-11 00:00:00,C,1121
2543,3624,2023-10-11 00:00:00,A,1098
2544,3625,2022-02-01 00:00:00,C,1041
2545,3626,2024-04-04 00:00:00,A,1073
2546,3629,2023-01-19 00:00:00,A,1050
2547,3631,2025-01-01 00:00:00,C,1030
2548,3632,2022-12-22 00:00:00,B,1030
2549,3633,2024-01-05 00:00:00,A,1047
2550,3634,2025-10-01 00:00:00,A,1101
2551,3635,2026-11-05 00:00:00,A,1055
2552,3636,2022-11-07 00:00:00,A,1081
2553,3637,2024-06-06 00:00:00,C,1012
2554,3638,2027-02-05 00:00:00,C,1089
2555,3639,2023-06-19 00:00:00,C,1013
2556,3640,2024-01-29 00:00:00,A,1105
2557,3641,2022-12-05 00:00:00,A,1013
2558,3642,2022-08-01 00:00:00,A,1110
2559,3643,2023-08-15 00:00:00,C,1018
2560,3644,2022-07-14 00:00:00,A,1042
2561,3646,2021-06-30 00:00:00,A,1075
2562,3647,2025-03-18 00:00:00,A,1023
2563,3648,2023-03-16 00:00:00,B,1082
2564,3650,2026-11-16 00:00:00,A,1023
2565,3652,2025-12-31 00:00:00,A,1104
2566,3654,2027-05-07 00:00:00,A,1041
2567,3655,2025-12-12 00:00:00,C,1107
2568,3658,2025-10-03 00:00:00,A,1019
2569,3660,2021-08-16 00:00:00,A,1112
2570,3663,2027-04-26 00:00:00,C,1044
2571,3664,2026-06-11 00:00:00,C,1071
2572,3665,2027-01-06 00:00:00,B,1010
2573,3666,2022-07-08 00:00:00,A,1060
2574,3667,2027-03-03 00:00:00,A,1046
2575,3668,2026-03-11 00:00:00,A,1021
2576,3670,2024-02-13 00:00:00,A,1032
2577,3671,2022-07-02 00:00:00,A,1035
2578,3672,2024-07-12 00:00:00,C,1102
2579,3674,2025-01-09 00:00:00,A,1083
2580,3675,2023-11-01 00:00:00,A,1110
2581,3676,2024-08-04 00:00:00,A,1002
2582,3677,2022-08-11 00:00:00,C,1029
2583,3678,2023-08-04 00:00:00,C,1083
2584,3679,2021-05-30 00:00:00,A,1069
2585,3682,2022-11-11 00:00:00,A,1066
2586,3683,2026-05-23 00:00:00,A,1104
2587,3684,2023-04-30 00:00:00,A,1119
2588,3685,2026-10-04 00:00:00,C,1116
2589,3686,2023-05-19 00:00:00,A,1018
2590,3687,2021-09-12 00:00:00,C,1020
2591,3688,2025-02-11 00:00:00,A,1060
2592,3689,2023-07-04 00:00:00,A,1097
2593,3690,2021-07-21 00:00:00,A,1108
2594,3691,2025-11-07 00:00:00,C,1071
2595,3692,2022-09-03 00:00:00,C,1074
2596,3693,2026-11-07 00:00:00,A,1085
2597,3694,2025-11-26 00:00:00,A,1036
2598,3695,2022-09-29 00:00:00,C,1001
2599,3696,2021-05-14 00:00:00,A,1075
2600,3697,2025-10-19 00:00:00,A,1039
2601,3700,2027-05-18 00:00:00,A,1058
2602,3701,2025-09-17 00:00:00,A,1095
2603,3702,2023-01-31 00:00:00,A,1062
2604,3703,2025-01-11 00:00:00,C,1038
2605,3704,2025-11-10 00:00:00,A,1057
2606,3705,2025-11-06 00:00:00,A,1091
2607,3706,2025-08-07 00:00:00,A,1111
2608,3708,2026-08-02 00:00:00,C,1126
2609,3709,2024-04-20 00:00:00,A,1066
2610,3710,2022-03-11 00:00:00,A,1035
2611,3711,2022-07-07 00:00:00,C,1096
2612,3713,2024-12-10 00:00:00,A,1014
2613,3714,2022-09-08 00:00:00,C,1022
2614,3715,2021-07-16 00:00:00,B,1097
2615,3716,2026-03-02 00:00:00,A,1038
2616,3717,2022-04-28 00:00:00,A,1014
2617,3718,2021-08-29 00:00:00,C,1081
2618,3719,2024-07-25 00:00:00,A,1041
2619,3720,2024-10-03 00:00:00,A,1107
2620,3721,2026-04-04 00:00:00,A,1077
2621,3722,2021-06-08 00:00:00,C,1125
2622,3723,2023-11-13 00:00:00,A,1090
2623,3724,2023-04-25 00:00:00,B,1124
2624,3725,2024-06-27 00:00:00,A,1037
2625,3728,2021-06-15 00:00:00,C,1044
2626,3729,2023-01-03 00:00:00,A,1009
2627,3730,2022-12-12 00:00:00,C,1066
2628,3731,2025-04-09 00:00:00,A,1065
2629,3732,2027-04-19 00:00:00,C,1119
2630,3735,2026-04-02 00:00:00,A,1062
2631,3736,2023-04-10 00:00:00,C,1015
2632,3737,2022-10-17 00:00:00,A,1096
2633,3739,2023-08-15 00:00:00,C,1125
2634,3741,2024-07-01 00:00:00,B,1069
2635,3742,2027-04-06 00:00:00,C,1020
2636,3744,2021-08-22 00:00:00,A,1017
2637,3747,2023-09-25 00:00:00,A,1113
2638,3748,2022-03-24 00:00:00,A,1032
2639,3749,2023-04-17 00:00:00,A,1118
2640,3750,2022-02-15 00:00:00,A,1001
2641,3751,2026-10-07 00:00:00,A,1026
2642,3753,2023-07-14 00:00:00,A,1091
2643,3754,2024-06-04 00:00:00,A,1087
2644,3755,2024-02-23 00:00:00,A,1056
2645,3756,2026-01-13 00:00:00,A,1099
2646,3757,2023-07-24 00:00:00,A,1093
2647,3758,2026-08-26 00:00:00,A,1011
2648,3760,2026-08-19 00:00:00,C,1003
2649,3761,2024-12-04 00:00:00,A,1041
2650,3763,2026-04-10 00:00:00,A,1044
2651,3764,2025-12-05 00:00:00,B,1118
2652,3766,2024-10-24 00:00:00,A,1129
2653,3767,2024-09-05 00:00:00,A,1090
2654,3768,2024-05-24 00:00:00,A,1050
2655,3769,2024-05-19 00:00:00,A,1013
2656,3770,2021-11-24 00:00:00,A,1095
2657,3771,2021-09-25 00:00:00,C,1128
2658,3772,2021-04-05 00:00:00,A,1035
2659,3773,2022-04-08 00:00:00,A,1078
2660,3774,2023-08-23 00:00:00,C,1117
2661,3775,2023-11-27 00:00:00,C,1123
2662,3776,2023-03-03 00:00:00,C,1021
2663,3777,2021-09-01 00:00:00,A,1004
2664,3778,2024-07-06 00:00:00,A,1061
2665,3779,2022-01-30 00:00:00,C,1105
2666,3780,2022-12-27 00:00:00,B,1028
2667,3784,2027-05-20 00:00:00,C,1114
2668,3786,2023-03-20 00:00:00,A,1087
2669,3789,2023-05-23 00:00:00,C,1105
2670,3790,2023-07-05 00:00:00,A,1083
2671,3792,2025-04-09 00:00:00,C,1047
2672,3795,2022-12-11 00:00:00,A,1101
2673,3798,2023-03-11 00:00:00,C,1003
2674,3799,2026-02-24 00:00:00,A,1058
2675,3800,2024-09-15 00:00:00,C,1018
2676,3801,2023-09-30 00:00:00,A,1111
2677,3803,2023-12-10 00:00:00,A,1022
2678,3804,2021-12-11 00:00:00,A,1087
2679,3805,2023-05-29 00:00:00,A,1095
2680,3809,2022-02-25 00:00:00,A,1015
2681,3810,2025-11-29 00:00:00,C,1012
2682,3811,2025-10-05 00:00:00,C,1082
2683,3812,2022-10-24 00:00:00,A,1032
2684,3813,2026-11-07 00:00:00,C,1117
2685,3814,2023-07-31 00:00:00,A,1044
2686,3815,2023-12-21 00:00:00,A,1086
2687,3818,2027-01-24 00:00:00,A,1004
2688,3820,2026-05-09 00:00:00,C,1109
2689,3822,2023-01-23 00:00:00,C,1028
2690,3823,2021-10-30 00:00:00,A,1105
2691,3826,2024-04-26 00:00:00,A,1035
2692,3829,2025-01-06 00:00:00,A,1029
2693,3830,2027-02-06 00:00:00,C,1014
2694,3833,2024-09-22 00:00:00,A,1087
2695,3835,2021-08-21 00:00:00,C,1040
2696,3836,2027-04-26 00:00:00,A,1045
2697,3837,2026-08-14 00:00:00,A,1070
2698,3838,2025-02-04 00:00:00,A,1006
2699,3840,2024-01-06 00:00:00,C,1017
2700,3841,2023-08-15 00:00:00,A,1128
2701,3842,2022-03-07 00:00:00,A,1048
2702,3843,2022-10-28 00:00:00,A,1064
2703,3844,2021-12-31 00:00:00,C,1110
2704,3845,2027-01-22 00:00:00,C,1127
2705,3849,2022-02-25 00:00:00,A,1081
2706,3850,2022-05-16 00:00:00,A,1120
2707,3852,2021-08-02 00:00:00,C,1021
2708,3853,2024-07-16 00:00:00,C,1066
2709,3856,2023-12-19 00:00:00,C,1060
2710,3857,2023-01-30 00:00:00,A,1112
2711,3859,2026-01-28 00:00:00,A,1018
2712,3860,2026-10-07 00:00:00,C,1018
2713,3862,2026-08-28 00:00:00,A,1093
2714,3863,2027-08-23 00:00:00,A,1075
2715,3865,2026-11-20 00:00:00,C,1071
2716,3866,2023-08-11 00:00:00,A,1066
2717,3867,2023-03-25 00:00:00,A,1020
2718,3868,2025-08-03 00:00:00,A,1033
2719,3869,2023-12-03 00:00:00,A,1101
2720,3872,2026-05-05 00:00:00,C,1047
2721,3873,2022-12-15 00:00:00,A,1030
2722,3876,2025-04-26 00:00:00,A,1126
2723,3877,2025-03-01 00:00:00,C,1060
2724,3878,2026-06-18 00:00:00,A,1127
2725,3880,2024-09-01 00:00:00,C,1068
2726,3881,2025-09-15 00:00:00,A,1079
2727,3884,2021-10-08 00:00:00,A,1103
2728,3885,2022-08-10 00:00:00,C,1123
2729,3887,2024-10-02 00:00:00,C,1109
2730,3888,2026-01-29 00:00:00,C,1113
2731,3889,2026-11-19 00:00:00,C,1118
2732,3890,2022-07-31 00:00:00,A,1018
2733,3891,2025-05-17 00:00:00,A,1004
2734,3892,2026-10-13 00:00:00,A,1114
2735,3893,2026-06-05 00:00:00,C,1094
2736,3894,2024-07-09 00:00:00,A,1116
2737,3895,2024-02-28 00:00:00,A,1021
2738,3898,2023-07-08 00:00:00,A,1067
2739,3900,2021-12-24 00:00:00,C,1094
2740,3901,2027-05-12 00:00:00,A,1119
2741,3902,2022-06-30 00:00:00,A,1018
2742,3903,2025-10-25 00:00:00,C,1107
2743,3904,2025-01-20 00:00:00,A,1086
2744,3905,2024-07-07 00:00:00,A,1005
2745,3906,2026-05-08 00:00:00,C,1039
2746,3907,2025-04-30 00:00:00,C,1061
2747,3909,2026-07-08 00:00:00,C,1098
2748,3911,2024-01-19 00:00:00,A,1093
2749,3912,2026-06-25 00:00:00,A,1015
2750,3913,2021-08-16 00:00:00,A,1072
2751,3914,2026-01-16 00:00:00,A,1014
2752,3915,2023-06-01 00:00:00,A,1003
2753,3916,2022-06-22 00:00:00,A,1099
2754,3919,2026-02-13 00:00:00,A,1035
2755,3920,2022-01-12 00:00:00,C,1078
2756,3921,2025-11-03 00:00:00,C,1022
2757,3922,2024-11-25 00:00:00,C,1103
2758,3924,2022-12-04 00:00:00,A,1096
2759,3925,2025-04-14 00:00:00,A,1100
2760,3927,2026-12-25 00:00:00,A,1084
2761,3930,2023-02-05 00:00:00,C,1010
2762,3931,2023-07-03 00:00:00,A,1111
2763,3933,2021-07-23 00:00:00,A,1014
2764,3934,2026-09-07 00:00:00,A,1034
2765,3936,2022-01-18 00:00:00,A,1080
2766,3937,2027-01-24 00:00:00,A,1029
2767,3938,2022-01-03 00:00:00,A,1028
2768,3939,2025-12-18 00:00:00,C,1041
2769,3942,2022-04-14 00:00:00,C,1123
2770,3944,2023-03-31 00:00:00,A,1092
2771,3945,2021-11-04 00:00:00,A,1007
2772,3946,2026-05-13 00:00:00,A,1112
2773,3947,2022-08-27 00:00:00,A,1055
2774,3949,2025-04-09 00:00:00,C,1095
2775,3950,2023-03-21 00:00:00,A,1024
2776,3951,2024-03-09 00:00:00,A,1003
2777,3952,2024-11-17 00:00:00,A,1015
2778,3953,2026-12-26 00:00:00,B,1002
2779,3954,2027-02-02 00:00:00,A,1029
2780,3955,2022-02-16 00:00:00,A,1128
2781,3956,2022-08-20 00:00:00,A,1094
2782,3957,2027-02-08 00:00:00,A,1018
2783,3958,2026-01-04 00:00:00,A,1094
2784,3961,2027-02-12 00:00:00,A,1117
2785,3962,2024-05-23 00:00:00,A,1026
2786,3964,2022-01-10 00:00:00,C,1012
2787,3965,2026-05-22 00:00:00,A,1064
2788,3966,2024-12-26 00:00:00,A,1041
2789,3967,2026-02-03 00:00:00,A,1059
2790,3968,2022-06-02 00:00:00,A,1006
