CSID,CaseMasterID,csdate,cstype,PolicePersonID
634,893,2025-11-18 00:00:00,A,1118
635,894,2023-12-22 00:00:00,C,1018
636,896,2021-10-07 00:00:00,A,1102
637,897,2025-07-08 00:00:00,A,1102
638,898,2024-04-02 00:00:00,C,1005
639,899,2025-06-12 00:00:00,A,1118
640,900,2022-09-07 00:00:00,A,1025
641,902,2023-07-07 00:00:00,A,1118
642,903,2026-12-12 00:00:00,A,1021
643,905,2027-07-02 00:00:00,A,1104
644,906,2026-03-15 00:00:00,C,1017
645,907,2026-11-21 00:00:00,C,1111
646,908,2024-02-10 00:00:00,B,1058
647,909,2023-01-30 00:00:00,B,1083
648,910,2021-10-10 00:00:00,C,1029
649,911,2024-06-11 00:00:00,A,1120
650,912,2025-01-31 00:00:00,A,1059
651,914,2024-02-12 00:00:00,A,1090
652,915,2023-03-21 00:00:00,C,1007
653,916,2025-08-29 00:00:00,B,1119
654,917,2026-03-18 00:00:00,C,1057
655,919,2025-02-22 00:00:00,A,1085
656,921,2021-06-19 00:00:00,A,1064
657,922,2024-08-19 00:00:00,A,1058
658,923,2025-05-07 00:00:00,A,1022
659,924,2024-10-21 00:00:00,A,1093
660,925,2025-02-15 00:00:00,A,1051
661,926,2023-08-22 00:00:00,C,1092
662,927,2022-11-27 00:00:00,A,1102
663,929,2021-07-19 00:00:00,C,1004
664,930,2021-10-15 00:00:00,A,1114
665,932,2022-03-06 00:00:00,B,1058
666,933,2023-09-09 00:00:00,C,1114
667,934,2027-01-19 00:00:00,A,1094
668,935,2023-03-28 00:00:00,C,1052
669,936,2026-07-15 00:00:00,A,1027
670,938,2027-07-06 00:00:00,C,1034
671,940,2026-06-13 00:00:00,C,1079
672,941,2026-01-09 00:00:00,C,1003
673,942,2023-03-17 00:00:00,C,1083
674,944,2024-02-07 00:00:00,A,1047
675,946,2023-11-28 00:00:00,A,1053
676,947,2021-08-25 00:00:00,A,1063
677,949,2024-11-29 00:00:00,A,1002
678,950,2021-12-09 00:00:00,A,1090
679,952,2023-10-22 00:00:00,B,1085
680,953,2024-01-02 00:00:00,C,1087
681,954,2023-03-10 00:00:00,B,1074
682,955,2022-01-06 00:00:00,A,1114
683,956,2025-01-12 00:00:00,A,1064
684,957,2024-10-01 00:00:00,C,1002
685,958,2025-09-25 00:00:00,A,1119
686,959,2022-09-01 00:00:00,A,1070
687,960,2024-04-12 00:00:00,C,1071
688,961,2025-07-29 00:00:00,A,1059
689,962,2025-06-28 00:00:00,A,1009
690,964,2021-10-14 00:00:00,C,1076
691,965,2027-02-13 00:00:00,C,1028
692,966,2026-12-10 00:00:00,A,1078
693,967,2023-06-13 00:00:00,A,1015
694,968,2022-02-25 00:00:00,C,1088
695,969,2022-01-20 00:00:00,A,1086
696,970,2021-11-16 00:00:00,A,1066
697,973,2027-07-02 00:00:00,B,1097
698,975,2023-03-19 00:00:00,A,1031
699,978,2023-10-05 00:00:00,C,1114
700,979,2026-08-18 00:00:00,A,1035
701,982,2025-10-14 00:00:00,A,1024
702,983,2021-11-15 00:00:00,C,1047
703,984,2024-03-29 00:00:00,A,1116
704,986,2021-09-13 00:00:00,C,1082
705,988,2022-02-08 00:00:00,C,1059
706,989,2023-02-27 00:00:00,A,1119
707,991,2026-05-23 00:00:00,C,1047
708,992,2022-05-18 00:00:00,A,1032
709,993,2021-09-14 00:00:00,C,1077
710,995,2025-07-17 00:00:00,A,1116
711,996,2021-07-08 00:00:00,A,1041
712,997,2023-11-05 00:00:00,A,1062
713,998,2022-04-06 00:00:00,B,1089
714,999,2025-11-17 00:00:00,C,1015
715,1000,2021-05-28 00:00:00,A,1088
716,1002,2022-11-28 00:00:00,A,1018
717,1003,2027-07-05 00:00:00,A,1080
718,1004,2026-05-21 00:00:00,A,1059
719,1006,2022-02-26 00:00:00,A,1010
720,1007,2025-02-02 00:00:00,A,1006
721,1008,2026-07-10 00:00:00,A,1107
722,1009,2022-08-22 00:00:00,A,1070
723,1011,2024-12-09 00:00:00,A,1001
724,1013,2025-05-11 00:00:00,A,1064
725,1015,2025-07-31 00:00:00,C,1017
726,1016,2025-05-19 00:00:00,C,1009
727,1017,2023-12-15 00:00:00,A,1103
728,1018,2026-07-16 00:00:00,A,1113
729,1020,2026-03-24 00:00:00,A,1025
730,1021,2024-07-21 00:00:00,A,1045
731,1022,2024-04-30 00:00:00,A,1008
732,1023,2022-03-18 00:00:00,C,1043
733,1024,2025-04-01 00:00:00,C,1059
734,1025,2026-03-16 00:00:00,C,1055
735,1027,2022-02-15 00:00:00,C,1046
736,1028,2021-07-20 00:00:00,C,1004
737,1029,2023-06-28 00:00:00,B,1095
738,1030,2022-10-30 00:00:00,A,1049
739,1031,2025-06-06 00:00:00,C,1050
740,1033,2025-06-25 00:00:00,A,1094
741,1034,2024-09-28 00:00:00,A,1042
742,1035,2022-04-15 00:00:00,A,1056
743,1036,2025-03-31 00:00:00,A,1046
744,1038,2021-09-14 00:00:00,A,1011
745,1040,2025-05-08 00:00:00,C,1056
746,1041,2026-09-06 00:00:00,A,1043
747,1042,2021-04-19 00:00:00,C,1048
748,1043,2021-10-25 00:00:00,A,1098
749,1044,2024-10-22 00:00:00,A,1065
750,1045,2024-03-03 00:00:00,A,1078
751,1046,2026-12-18 00:00:00,C,1011
752,1048,2021-05-30 00:00:00,C,1057
753,1049,2024-11-27 00:00:00,A,1020
754,1050,2024-08-28 00:00:00,C,1117
755,1052,2024-08-11 00:00:00,A,1013
756,1054,2023-06-21 00:00:00,A,1001
757,1056,2025-07-04 00:00:00,A,1044
758,1057,2026-05-22 00:00:00,B,1029
759,1058,2024-12-20 00:00:00,A,1004
760,1060,2026-09-25 00:00:00,A,1060
761,1063,2027-05-26 00:00:00,A,1110
762,1064,2025-08-01 00:00:00,A,1106
763,1069,2022-02-23 00:00:00,A,1068
764,1070,2024-05-21 00:00:00,B,1117
765,1072,2024-08-15 00:00:00,A,1066
766,1074,2022-11-14 00:00:00,A,1089
767,1077,2026-11-10 00:00:00,A,1068
768,1078,2024-05-08 00:00:00,C,1062
769,1079,2022-07-16 00:00:00,A,1011
770,1080,2026-08-06 00:00:00,C,1065
771,1081,2022-09-19 00:00:00,A,1117
772,1083,2025-12-30 00:00:00,A,1011
773,1084,2025-09-16 00:00:00,A,1029
774,1085,2025-09-12 00:00:00,A,1101
775,1086,2022-04-11 00:00:00,A,1113
776,1087,2024-12-05 00:00:00,A,1063
777,1088,2026-03-30 00:00:00,C,1035
778,1089,2026-08-03 00:00:00,A,1100
779,1090,2025-03-22 00:00:00,A,1114
780,1091,2025-07-12 00:00:00,A,1075
781,1092,2023-08-30 00:00:00,A,1114
782,1093,2024-01-19 00:00:00,A,1030
783,1094,2025-07-11 00:00:00,A,1062
784,1095,2023-08-01 00:00:00,A,1063
785,1097,2024-03-30 00:00:00,C,1110
786,1098,2022-05-06 00:00:00,A,1001
787,1099,2024-02-26 00:00:00,A,1005
788,1101,2023-10-27 00:00:00,B,1099
789,1102,2026-04-28 00:00:00,C,1008
790,1105,2022-04-13 00:00:00,B,1104
791,1106,2027-06-30 00:00:00,A,1059
792,1109,2023-11-18 00:00:00,B,1090
793,1110,2022-12-08 00:00:00,C,1053
794,1111,2025-05-15 00:00:00,A,1003
795,1112,2024-08-24 00:00:00,C,1087
796,1113,2023-05-04 00:00:00,A,1091
797,1114,2025-10-02 00:00:00,A,1014
798,1115,2027-02-25 00:00:00,C,1105
799,1116,2023-03-13 00:00:00,A,1036
800,1117,2026-10-15 00:00:00,A,1111
801,1119,2026-08-11 00:00:00,C,1048
802,1122,2022-08-25 00:00:00,C,1015
803,1123,2024-04-20 00:00:00,A,1052
804,1125,2026-01-26 00:00:00,A,1104
805,1126,2023-01-21 00:00:00,A,1059
806,1127,2026-04-26 00:00:00,B,1022
807,1128,2024-03-03 00:00:00,A,1029
808,1129,2024-07-07 00:00:00,A,1067
809,1130,2026-05-06 00:00:00,A,1016
810,1131,2024-05-07 00:00:00,A,1086
811,1132,2026-08-01 00:00:00,A,1110
812,1133,2023-05-06 00:00:00,A,1043
813,1134,2022-10-19 00:00:00,A,1111
814,1135,2025-09-13 00:00:00,A,1030
815,1137,2023-01-15 00:00:00,A,1072
816,1138,2022-01-09 00:00:00,C,1026
817,1139,2023-12-05 00:00:00,A,1038
818,1143,2026-12-21 00:00:00,A,1067
819,1144,2021-06-14 00:00:00,A,1005
820,1147,2021-07-12 00:00:00,C,1081
821,1149,2026-04-30 00:00:00,C,1104
822,1150,2027-08-21 00:00:00,A,1118
823,1151,2024-12-26 00:00:00,C,1114
824,1152,2024-04-11 00:00:00,A,1058
825,1153,2022-08-20 00:00:00,A,1098
826,1154,2025-02-27 00:00:00,B,1061
827,1156,2024-10-12 00:00:00,A,1117
828,1159,2027-01-12 00:00:00,A,1114
829,1163,2024-03-01 00:00:00,A,1054
830,1164,2026-05-09 00:00:00,A,1059
831,1166,2025-11-07 00:00:00,A,1041
832,1167,2025-07-28 00:00:00,A,1007
833,1168,2025-12-07 00:00:00,A,1023
834,1170,2027-06-01 00:00:00,A,1067
835,1172,2025-05-29 00:00:00,A,1102
836,1173,2027-03-07 00:00:00,C,1015
837,1176,2025-09-19 00:00:00,A,1098
838,1177,2022-07-07 00:00:00,A,1112
839,1178,2023-03-09 00:00:00,C,1046
840,1179,2022-07-21 00:00:00,A,1021
841,1180,2023-11-13 00:00:00,C,1073
842,1181,2022-07-12 00:00:00,A,1029
843,1182,2024-05-14 00:00:00,C,1027
844,1183,2024-04-30 00:00:00,C,1033
845,1184,2022-04-30 00:00:00,C,1024
846,1185,2025-11-29 00:00:00,A,1065
847,1186,2021-10-11 00:00:00,C,1034
848,1188,2025-03-07 00:00:00,A,1096
849,1191,2025-03-18 00:00:00,C,1120
850,1192,2022-01-04 00:00:00,A,1050
851,1193,2025-04-20 00:00:00,C,1045
852,1196,2025-02-01 00:00:00,A,1055
853,1198,2022-12-17 00:00:00,A,1065
854,1200,2026-03-24 00:00:00,A,1065
855,1203,2022-01-30 00:00:00,C,1002
856,1204,2023-05-09 00:00:00,A,1091
857,1205,2022-04-26 00:00:00,A,1093
858,1206,2026-02-10 00:00:00,A,1083
859,1209,2027-04-21 00:00:00,A,1090
860,1211,2025-07-10 00:00:00,A,1024
861,1212,2023-06-04 00:00:00,A,1019
862,1215,2024-04-25 00:00:00,A,1049
863,1217,2023-12-02 00:00:00,A,1005
864,1219,2024-10-18 00:00:00,A,1064
865,1220,2022-06-28 00:00:00,A,1099
866,1221,2025-01-22 00:00:00,A,1089
867,1224,2025-01-29 00:00:00,A,1026
868,1226,2022-10-12 00:00:00,A,1006
869,1227,2026-03-25 00:00:00,A,1102
870,1229,2027-07-17 00:00:00,A,1022
871,1230,2024-03-31 00:00:00,C,1038
872,1232,2024-11-30 00:00:00,A,1020
873,1235,2026-05-11 00:00:00,A,1026
874,1236,2025-04-11 00:00:00,A,1113
875,1237,2025-10-01 00:00:00,C,1001
876,1238,2025-10-31 00:00:00,C,1094
877,1240,2021-11-26 00:00:00,A,1007
878,1242,2024-07-28 00:00:00,C,1007
879,1243,2026-06-09 00:00:00,A,1024
880,1244,2023-04-25 00:00:00,A,1045
881,1245,2025-06-19 00:00:00,A,1053
882,1247,2022-07-25 00:00:00,A,1092
883,1248,2025-07-28 00:00:00,A,1033
884,1249,2026-09-04 00:00:00,C,1068
885,1250,2027-05-23 00:00:00,C,1102
886,1252,2022-05-03 00:00:00,A,1056
887,1253,2024-04-03 00:00:00,A,1051
888,1255,2021-12-05 00:00:00,A,1088
889,1256,2024-03-04 00:00:00,A,1039
890,1258,2023-11-19 00:00:00,A,1053
891,1259,2026-06-15 00:00:00,A,1023
892,1260,2027-02-07 00:00:00,C,1099
893,1261,2024-11-03 00:00:00,A,1102
894,1262,2026-10-22 00:00:00,C,1056
895,1263,2027-02-14 00:00:00,B,1115
896,1264,2026-08-28 00:00:00,A,1033
897,1265,2025-11-10 00:00:00,A,1074
898,1266,2025-12-08 00:00:00,A,1001
899,1268,2026-07-02 00:00:00,A,1095
900,1270,2024-10-18 00:00:00,C,1003
901,1271,2022-08-28 00:00:00,A,1093
902,1274,2022-03-10 00:00:00,A,1050
903,1275,2026-07-16 00:00:00,A,1058
904,1276,2021-11-29 00:00:00,A,1026
905,1277,2022-03-18 00:00:00,A,1068
906,1278,2023-07-26 00:00:00,C,1066
907,1279,2022-07-15 00:00:00,A,1106
908,1282,2026-04-01 00:00:00,C,1033
909,1284,2024-06-16 00:00:00,A,1070
910,1285,2025-06-17 00:00:00,A,1056
911,1286,2023-02-04 00:00:00,A,1093
912,1287,2024-12-30 00:00:00,A,1098
913,1288,2021-07-30 00:00:00,C,1091
914,1289,2025-02-20 00:00:00,A,1108
915,1290,2027-01-26 00:00:00,A,1032
916,1291,2022-01-06 00:00:00,A,1095
917,1293,2026-10-28 00:00:00,A,1064
918,1294,2021-12-21 00:00:00,A,1057
919,1295,2024-05-04 00:00:00,C,1035
920,1296,2026-01-19 00:00:00,C,1053
921,1298,2023-04-24 00:00:00,C,1021
922,1300,2023-04-11 00:00:00,A,1103
923,1301,2021-04-15 00:00:00,A,1047
924,1303,2022-02-19 00:00:00,C,1059
925,1304,2024-10-09 00:00:00,A,1110
926,1307,2024-06-02 00:00:00,C,1001
927,1308,2025-06-25 00:00:00,C,1070
928,1309,2025-02-28 00:00:00,A,1110
929,1310,2023-07-08 00:00:00,A,1038
930,1312,2025-03-15 00:00:00,B,1092
931,1316,2021-09-09 00:00:00,A,1037
932,1319,2027-08-06 00:00:00,A,1015
933,1321,2026-02-15 00:00:00,A,1048
934,1322,2021-10-17 00:00:00,A,1044
935,1323,2025-10-28 00:00:00,A,1081
936,1324,2027-04-16 00:00:00,A,1043
937,1325,2022-01-04 00:00:00,A,1015
938,1329,2023-05-26 00:00:00,A,1111
939,1330,2023-05-09 00:00:00,A,1052
940,1332,2027-07-11 00:00:00,A,1067
941,1333,2024-12-27 00:00:00,C,1051
942,1334,2022-04-28 00:00:00,A,1039
943,1336,2022-12-11 00:00:00,A,1101
944,1338,2026-02-21 00:00:00,A,1105
945,1339,2021-09-02 00:00:00,C,1101
946,1340,2022-11-07 00:00:00,A,1011
947,1343,2025-09-16 00:00:00,A,1042
948,1344,2026-09-02 00:00:00,A,1020
949,1345,2023-09-03 00:00:00,A,1071
950,1346,2024-05-09 00:00:00,C,1059
951,1347,2023-03-28 00:00:00,C,1011
952,1348,2025-03-12 00:00:00,C,1015
953,1349,2026-01-22 00:00:00,C,1076
954,1350,2023-06-23 00:00:00,A,1111
955,1351,2025-05-13 00:00:00,A,1021
956,1353,2025-09-11 00:00:00,A,1097
957,1355,2025-12-27 00:00:00,A,1029
958,1356,2026-10-31 00:00:00,B,1058
959,1360,2023-09-17 00:00:00,A,1089
960,1361,2024-04-12 00:00:00,A,1004
961,1363,2027-08-05 00:00:00,A,1031
962,1365,2026-12-25 00:00:00,A,1121
963,1366,2027-07-27 00:00:00,A,1065
964,1369,2024-11-09 00:00:00,C,1021
965,1370,2026-06-30 00:00:00,A,1107
966,1371,2024-06-14 00:00:00,C,1088
967,1372,2025-07-17 00:00:00,A,1105
968,1373,2022-07-19 00:00:00,A,1109
969,1374,2024-05-23 00:00:00,A,1025
970,1375,2026-05-18 00:00:00,A,1096
971,1376,2025-05-18 00:00:00,A,1083
972,1378,2024-01-31 00:00:00,B,1032
973,1381,2024-11-25 00:00:00,A,1013
974,1382,2026-07-14 00:00:00,C,1060
975,1388,2023-09-30 00:00:00,C,1023
976,1392,2026-11-10 00:00:00,B,1094
977,1395,2021-12-14 00:00:00,C,1051
978,1396,2027-02-11 00:00:00,A,1119
979,1397,2026-07-03 00:00:00,A,1019
980,1399,2025-11-21 00:00:00,A,1095
981,1400,2026-03-08 00:00:00,C,1052
982,1401,2023-02-07 00:00:00,C,1111
983,1403,2021-07-28 00:00:00,A,1094
984,1404,2027-02-18 00:00:00,A,1026
985,1405,2026-02-12 00:00:00,C,1003
986,1406,2022-06-24 00:00:00,A,1115
987,1412,2026-07-18 00:00:00,A,1075
988,1414,2023-12-25 00:00:00,A,1065
989,1415,2023-04-01 00:00:00,A,1116
990,1420,2022-02-11 00:00:00,C,1055
991,1421,2023-08-17 00:00:00,C,1089
992,1422,2022-08-21 00:00:00,A,1118
993,1423,2025-10-28 00:00:00,A,1087
994,1424,2022-10-12 00:00:00,A,1007
995,1428,2021-12-23 00:00:00,A,1033
996,1430,2025-05-26 00:00:00,A,1094
997,1431,2024-03-13 00:00:00,C,1018
998,1432,2023-09-18 00:00:00,A,1098
999,1433,2023-03-09 00:00:00,A,1066
1000,1434,2024-08-22 00:00:00,C,1086
1001,1435,2026-02-09 00:00:00,A,1059
1002,1436,2027-02-10 00:00:00,A,1051
1003,1437,2026-07-10 00:00:00,C,1047
1004,1439,2024-10-13 00:00:00,A,1005
1005,1441,2026-07-08 00:00:00,A,1026
1006,1443,2024-12-19 00:00:00,A,1019
1007,1444,2026-11-10 00:00:00,A,1029
1008,1446,2024-10-21 00:00:00,A,1091
1009,1447,2024-03-20 00:00:00,A,1076
1010,1449,2023-10-03 00:00:00,A,1023
1011,1451,2025-05-23 00:00:00,A,1005
1012,1452,2027-10-04 00:00:00,B,1034
1013,1453,2027-01-06 00:00:00,C,1025
1014,1454,2023-07-05 00:00:00,C,1058
1015,1455,2027-01-02 00:00:00,A,1070
1016,1456,2024-05-14 00:00:00,A,1036
1017,1457,2024-03-20 00:00:00,A,1110
1018,1458,2024-09-21 00:00:00,A,1106
1019,1460,2025-11-24 00:00:00,A,1003
1020,1461,2026-01-01 00:00:00,A,1022
1021,1464,2025-05-11 00:00:00,C,1054
1022,1466,2021-05-25 00:00:00,C,1118
1023,1468,2021-11-03 00:00:00,A,1111
1024,1469,2024-03-04 00:00:00,A,1097
1025,1471,2025-05-27 00:00:00,A,1099
1026,1473,2025-07-26 00:00:00,A,1001
1027,1476,2027-01-21 00:00:00,A,1104
1028,1478,2023-06-01 00:00:00,C,1042
1029,1479,2022-12-24 00:00:00,A,1013
1030,1482,2026-03-03 00:00:00,A,1118
1031,1483,2022-11-07 00:00:00,C,1043
1032,1484,2025-10-03 00:00:00,A,1002
1033,1486,2026-07-16 00:00:00,A,1023
1034,1487,2022-09-09 00:00:00,A,1106
1035,1490,2023-05-21 00:00:00,C,1065
1036,1491,2026-05-12 00:00:00,A,1106
1037,1492,2024-10-19 00:00:00,A,1033
1038,1493,2024-12-18 00:00:00,A,1059
1039,1495,2026-02-04 00:00:00,C,1070
1040,1496,2026-05-29 00:00:00,A,1080
1041,1497,2022-01-26 00:00:00,A,1003
1042,1498,2021-10-22 00:00:00,B,1102
1043,1499,2025-01-13 00:00:00,A,1085
1044,1500,2024-12-15 00:00:00,A,1038
1045,1501,2025-10-21 00:00:00,A,1051
1046,1503,2021-09-16 00:00:00,A,1052
1047,1504,2024-04-21 00:00:00,A,1052
1048,1506,2027-04-10 00:00:00,A,1101
1049,1507,2024-11-22 00:00:00,A,1015
1050,1508,2025-04-25 00:00:00,C,1002
1051,1509,2026-03-07 00:00:00,C,1073
1052,1510,2027-02-05 00:00:00,C,1046
1053,1511,2022-06-21 00:00:00,C,1022
1054,1512,2025-04-23 00:00:00,A,1099
1055,1513,2021-08-02 00:00:00,A,1030
1056,1514,2022-03-27 00:00:00,B,1039
1057,1515,2026-08-18 00:00:00,C,1029
1058,1516,2026-02-12 00:00:00,C,1003
1059,1517,2027-01-04 00:00:00,A,1056
1060,1518,2024-05-26 00:00:00,A,1011
1061,1519,2026-11-27 00:00:00,A,1029
1062,1520,2025-10-14 00:00:00,A,1118
1063,1521,2023-09-17 00:00:00,C,1082
1064,1523,2024-09-02 00:00:00,B,1116
1065,1524,2024-02-22 00:00:00,C,1001
1066,1525,2026-08-10 00:00:00,B,1100
1067,1527,2024-11-07 00:00:00,A,1043
1068,1528,2021-11-07 00:00:00,A,1065
1069,1529,2026-02-25 00:00:00,A,1052
1070,1530,2024-08-06 00:00:00,A,1095
1071,1531,2025-09-25 00:00:00,C,1082
1072,1532,2022-07-10 00:00:00,C,1023
1073,1533,2027-03-26 00:00:00,B,1038
1074,1534,2025-08-10 00:00:00,A,1027
1075,1535,2021-12-13 00:00:00,A,1075
1076,1536,2026-02-11 00:00:00,B,1060
1077,1537,2024-10-26 00:00:00,C,1051
1078,1539,2023-10-07 00:00:00,A,1094
1079,1540,2027-05-24 00:00:00,A,1094
1080,1541,2023-12-04 00:00:00,A,1062
1081,1543,2026-05-22 00:00:00,C,1103
1082,1544,2023-08-16 00:00:00,A,1017
1083,1546,2023-07-09 00:00:00,A,1024
1084,1548,2023-06-18 00:00:00,A,1025
1085,1550,2025-08-25 00:00:00,A,1111
1086,1552,2026-02-04 00:00:00,A,1045
1087,1554,2023-05-11 00:00:00,A,1116
1088,1555,2024-07-25 00:00:00,A,1056
1089,1557,2025-05-08 00:00:00,C,1098
1090,1558,2024-02-03 00:00:00,A,1109
1091,1560,2024-10-16 00:00:00,C,1013
1092,1561,2026-10-02 00:00:00,A,1050
1093,1562,2021-08-13 00:00:00,C,1056
1094,1564,2022-07-24 00:00:00,B,1062
1095,1566,2027-04-25 00:00:00,A,1107
1096,1568,2023-11-17 00:00:00,A,1109
1097,1569,2024-08-23 00:00:00,C,1013
1098,1571,2024-08-11 00:00:00,A,1117
1099,1572,2027-01-30 00:00:00,A,1056
1100,1573,2025-11-26 00:00:00,A,1071
1101,1574,2023-04-26 00:00:00,B,1081
1102,1575,2024-11-16 00:00:00,B,1026
1103,1576,2025-06-01 00:00:00,A,1011
1104,1579,2027-03-13 00:00:00,A,1008
1105,1580,2022-04-13 00:00:00,A,1096
1106,1581,2026-12-10 00:00:00,C,1019
1107,1582,2025-02-11 00:00:00,A,1066
1108,1583,2026-09-16 00:00:00,A,1119
1109,1584,2027-04-15 00:00:00,A,1061
1110,1585,2026-11-05 00:00:00,A,1081
1111,1587,2025-02-04 00:00:00,B,1007
1112,1588,2023-04-20 00:00:00,C,1074
1113,1589,2023-12-05 00:00:00,A,1107
1114,1591,2025-03-24 00:00:00,A,1007
1115,1592,2022-01-02 00:00:00,A,1100
1116,1593,2026-03-28 00:00:00,A,1038
1117,1594,2025-12-24 00:00:00,A,1030
1118,1595,2025-12-20 00:00:00,A,1047
1119,1596,2026-08-07 00:00:00,A,1070
1120,1598,2026-12-16 00:00:00,A,1088
1121,1599,2026-04-03 00:00:00,C,1028
1122,1600,2023-06-28 00:00:00,A,1011
1123,1601,2023-04-15 00:00:00,A,1014
1124,1602,2021-11-21 00:00:00,A,1121
1125,1603,2025-07-27 00:00:00,A,1070
1126,1604,2022-06-25 00:00:00,A,1112
1127,1605,2024-08-30 00:00:00,A,1025
1128,1606,2025-06-21 00:00:00,A,1084
1129,1607,2022-03-10 00:00:00,A,1029
1130,1608,2027-01-22 00:00:00,A,1023
1131,1609,2022-07-12 00:00:00,C,1034
1132,1610,2021-04-30 00:00:00,A,1022
1133,1611,2026-05-17 00:00:00,A,1113
1134,1612,2025-06-05 00:00:00,C,1032
1135,1613,2025-01-25 00:00:00,A,1026
1136,1614,2024-06-26 00:00:00,C,1094
1137,1615,2021-09-30 00:00:00,A,1068
1138,1618,2022-12-07 00:00:00,A,1026
1139,1619,2022-07-23 00:00:00,A,1056
1140,1622,2025-07-29 00:00:00,C,1036
1141,1623,2025-03-03 00:00:00,A,1071
1142,1624,2024-03-31 00:00:00,A,1050
1143,1626,2022-06-20 00:00:00,C,1061
1144,1627,2024-11-02 00:00:00,A,1106
1145,1629,2026-09-17 00:00:00,C,1030
1146,1631,2027-02-04 00:00:00,A,1053
1147,1632,2023-09-03 00:00:00,C,1108
1148,1633,2025-11-10 00:00:00,A,1004
1149,1635,2025-04-13 00:00:00,A,1095
1150,1637,2023-10-08 00:00:00,A,1036
1151,1640,2026-04-07 00:00:00,A,1081
1152,1642,2023-05-17 00:00:00,A,1113
1153,1643,2021-11-06 00:00:00,A,1074
1154,1644,2024-10-26 00:00:00,C,1102
1155,1647,2026-04-17 00:00:00,A,1004
1156,1649,2026-09-18 00:00:00,A,1078
1157,1650,2023-10-19 00:00:00,A,1045
1158,1652,2023-11-25 00:00:00,C,1005
1159,1653,2026-05-12 00:00:00,A,1016
1160,1655,2023-10-14 00:00:00,A,1037
1161,1656,2026-02-05 00:00:00,A,1042
1162,1657,2024-08-22 00:00:00,A,1121
1163,1658,2022-04-05 00:00:00,A,1106
1164,1659,2024-08-04 00:00:00,A,1022
1165,1660,2022-08-20 00:00:00,A,1011
1166,1661,2023-06-16 00:00:00,C,1007
1167,1662,2023-05-02 00:00:00,A,1056
1168,1663,2023-04-15 00:00:00,C,1010
1169,1664,2025-07-17 00:00:00,B,1007
1170,1666,2026-06-30 00:00:00,C,1027
1171,1667,2023-01-20 00:00:00,A,1021
1172,1668,2024-07-09 00:00:00,A,1101
1173,1669,2027-01-31 00:00:00,A,1017
1174,1670,2022-07-22 00:00:00,A,1112
1175,1671,2026-05-25 00:00:00,A,1062
1176,1673,2027-01-04 00:00:00,C,1062
1177,1674,2024-09-01 00:00:00,A,1102
1178,1675,2021-09-20 00:00:00,A,1024
1179,1677,2023-02-06 00:00:00,A,1058
1180,1678,2025-10-24 00:00:00,C,1108
1181,1679,2022-05-29 00:00:00,A,1102
1182,1680,2022-01-10 00:00:00,C,1049
1183,1681,2024-11-25 00:00:00,A,1042
1184,1683,2025-11-25 00:00:00,C,1089
1185,1684,2024-07-14 00:00:00,A,1068
1186,1686,2023-05-03 00:00:00,C,1044
1187,1689,2023-08-18 00:00:00,A,1017
1188,1693,2026-02-11 00:00:00,C,1040
1189,1694,2022-10-23 00:00:00,C,1007
1190,1697,2026-01-11 00:00:00,C,1098
1191,1699,2024-01-04 00:00:00,A,1044
1192,1700,2025-10-28 00:00:00,A,1048
1193,1701,2022-08-25 00:00:00,A,1058
1194,1703,2022-02-21 00:00:00,A,1009
1195,1705,2025-12-08 00:00:00,C,1052
1196,1707,2025-07-13 00:00:00,A,1116
1197,1708,2023-04-19 00:00:00,A,1074
1198,1710,2021-11-17 00:00:00,A,1102
1199,1711,2022-12-04 00:00:00,C,1019
1200,1712,2025-06-17 00:00:00,A,1061
1201,1713,2022-07-09 00:00:00,A,1065
1202,1714,2026-12-05 00:00:00,C,1116
1203,1716,2024-01-05 00:00:00,C,1107
1204,1717,2026-02-14 00:00:00,A,1068
1205,1718,2021-08-30 00:00:00,A,1038
1206,1719,2024-12-16 00:00:00,A,1068
1207,1723,2025-04-11 00:00:00,A,1078
1208,1724,2022-01-25 00:00:00,A,1010
1209,1725,2024-10-02 00:00:00,A,1020
1210,1726,2022-08-22 00:00:00,A,1016
1211,1729,2026-05-21 00:00:00,A,1017
1212,1730,2027-06-08 00:00:00,A,1113
1213,1732,2021-09-21 00:00:00,A,1056
1214,1733,2022-03-03 00:00:00,A,1021
1215,1735,2022-10-18 00:00:00,A,1079
1216,1737,2022-03-10 00:00:00,A,1114
1217,1739,2023-02-17 00:00:00,A,1109
1218,1740,2027-03-06 00:00:00,A,1073
1219,1741,2023-12-22 00:00:00,A,1090
1220,1742,2022-08-02 00:00:00,A,1066
1221,1743,2026-09-03 00:00:00,A,1034
1222,1744,2025-03-06 00:00:00,B,1083
1223,1745,2023-01-20 00:00:00,A,1099
1224,1748,2021-11-23 00:00:00,A,1088
1225,1749,2022-03-24 00:00:00,A,1075
1226,1750,2026-08-05 00:00:00,A,1078
1227,1753,2022-06-22 00:00:00,A,1004
1228,1754,2023-05-12 00:00:00,C,1117
1229,1756,2025-09-05 00:00:00,A,1121
1230,1757,2021-07-09 00:00:00,A,1071
1231,1758,2023-07-20 00:00:00,A,1014
1232,1759,2021-09-07 00:00:00,A,1028
1233,1760,2027-01-14 00:00:00,A,1094
